OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,SHAPE_Length,SHAPE_Area
252,South Salt Lake City Water System,C,811,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1339,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,121,121,53,36,17,15,0,1715.6,1715.6,758,508.3,236,213.3,0,3157,3157,0,0,17609.00879,9502516.718
253,Peoa Pipeline Co.,C,1082,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1156,Utah,Summit,Weber River,2/1/2002,Kamas Valley,230,230,220,0,0,11,0,54.2,54.2,51.7,0,0,2.6,0,353,0,353,0,7425.800008,3149218.08
254,Oakley Town Water System,C,1079,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1329,Utah,Summit,Weber River,2/1/2002,Kamas Valley,148,106,103,1,1,1,42,286.3,204.8,200.1,1.6,1,2.1,81.5,963,424,539,0,26223.97867,18315781.46
255,Mountain Regional Water SSD,C,1186,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1391,Utah,Summit,Weber River,2/1/2002,Kamas Valley,391,387,317,50,16,4,5,2257,2230.7,1828,285.6,91.9,25.3,26.3,8813,8611.2,201.8,0,136067.0317,89320292.12
256,Magna Water District,C,795,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1294,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,131,113,98,14,1,0,18,4601.4,3965,3450.7,485.3,29,0,636.4,4308.6,4308,0,0.6,28955.0821,26036558.39
257,Spring Glen Water Co.,C,819,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1916,Utah,Salt Lake,Jordan River,3/1/2003,Emigration Creek,369,369,369,0,0,0,0,16.6,16.6,16.6,0,0,0,0,28,28,0,0,874.1104644,41943.53
258,Summit County Service Area #3,C,1157,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1397,Utah,Summit,Weber River,2/1/2006,East Canyon,135,135,128,4,3,0,0,90.7,90.7,86,2.4,2.2,0,0,285,285,0,0,41753.36906,18536452.37
259,Bridge Hollow Water Association,C,1167,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11274,Utah,Summit,Weber River,2/1/2002,Kamas Valley,121,121,121,0,0,0,0,9.5,9.5,9.5,0,0,0,0,42,42,0,0,9111.211396,5068680.8
260,Emigration Improvement District,C,894,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10999,Utah,Salt Lake,Jordan River,3/1/2003,Emigration Creek,122,122,122,0,0,0,0,124.1,124.1,123.9,0,0.2,0,0,291,291,0,0,17583.72559,6807814.599
261,Wanship Mutual Water Co.,C,1086,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1057,Utah,Summit,Weber River,2/1/2002,Kamas Valley,274,82,78,3,1,0,193,107.6,32.1,30.5,1,0.6,0,75.5,67,46,21,0,4116.66789,787228.885
262,South Davis Water District,C,269,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1005,Utah,Davis,Weber River,2/1/2009,East Shore,261,55,46,8,1,0,206,2876.5,604,508,87,9,0,2272.5,628,468,160,0,13170.25579,4523829.809
263,North Salt Lake Water System,C,278,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1338,Utah,Davis,Weber River,2/1/2009,East Shore,256,200,105,48,3,45,55,5532.2,4333.8,2263.2,1027.9,74.2,968.5,1198.5,2439,2398.7,40.4,0,32580.65328,21379072.62
264,Hoytsville Pipe Water Co.,C,1075,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1126,Utah,Summit,Weber River,2/1/2002,Kamas Valley,195,195,182,0,1,12,0,96.2,96.2,89.9,0,0.3,6.1,0,279,198.3,80.7,0,9281.854132,1908512.459
265,Cluff Ward Pipeline Co.,C,1070,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1355,Utah,Summit,Weber River,2/1/2002,Kamas Valley,356,82,74,0,0,7,274,83.7,19.2,17.5,0,0,1.7,64.5,129,0,129,0,14388.64022,4180562.829
266,Bountiful City Water System,C,275,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1060,Utah,Davis,Weber River,2/1/2009,East Shore,258,104,86,8,7,3,154,11455,4602.3,3825.7,341.7,322.7,112.2,6852.7,4150,1908.2,0,2241.8,38191.20985,30364605.78
267,Greendale Water Co.,C,232,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1344,Utah,Daggett,Uintah,7/1/2005,Flaming Gorge Reservoir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,0,24.1,47.2,12790.54615,8746664.546
268,Woods Cross City Water System,C,280,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1364,Utah,Davis,Weber River,2/1/2009,East Shore,226,84,50,25,4,5,143,2889.5,1069.6,635.9,317.6,57.1,59,1820,1529,1529,0,0,17429.68267,9319982.77
269,West Bountiful City Water System,C,274,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1059,Utah,Davis,Weber River,2/1/2009,East Shore,384,137,87,34,8,7,247,2464.9,877.7,561.6,217.9,52.2,46,1587.2,514,514,0,0,18219.57462,8099545.089
270,Coalville City Water System,C,1071,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1151,Utah,Summit,Weber River,2/1/2003,Chalk Creek,145,124,104,12,8,0,21,248.7,212.3,177.4,21.4,13,0.4,36.4,502,179.2,322.8,0,17027.64302,9701561.712
271,Centerville City Water System,C,261,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1090,Utah,Davis,Weber River,2/1/2009,East Shore,270,70,52,17,1,0,200,5243.7,1354.5,1014.9,320.5,19,0.1,3889.2,1748,1748,0,0,19010.7076,11303081.53
272,Dutch John Town Water System,C,229,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11144,Utah,Daggett,Uintah,7/1/2005,Flaming Gorge Reservoir,449,449,198,163,84,4,0,75.4,75.4,33.4,27.3,14.1,0.6,0,645,0,0,645,28025.26032,24977615.45
273,Echo Mutual Water System,C,1072,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1233,Utah,Summit,Weber River,2/1/2004,Echo,55,55,48,7,0,0,0,4.3,4.3,3.7,0.6,0,0,0,29.1,0,29.1,0,7431.689166,2490253.525
274,Manila Town Water System,C,231,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1173,Utah,Daggett,Uintah,7/1/2005,Flaming Gorge Reservoir,300,300,275,22,4,0,0,245.7,245.7,224.5,18.1,3,0,0,717.5,717.5,0,0,21722.5906,18980891.34
275,Questar - Clay Basin Camp,C,253,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1906,Utah,Daggett,Uintah,7/1/2006,Crouse Creek,322,322,242,0,0,81,0,7.2,7.2,5.4,0,0,1.8,0,26.5,11.3,15.2,0,15930.01176,6708068.92
276,Richville,C,720,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1380,Utah,Morgan,Weber River,2/1/2007,Morgan,493,98,78,0,0,20,395,99.4,19.8,15.6,0,0,4.1,79.6,64.6,0,64.6,0,5062.186846,850981.75
277,Henefer Town Water System,C,1074,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1214,Utah,Summit,Weber River,2/1/2004,Echo,188,164,162,0,1,0,25,202.7,176.2,174.7,0.3,1.3,0,26.5,220,0,220,0,8577.317164,2379558.485
278,South Robinson Spring Water Users,C,726,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1011,Utah,Morgan,Weber River,2/1/2007,Morgan,503,503,503,0,0,0,0,16.3,16.3,16.3,0,0,0,0,27,0,27,0,1002.726133,53778.59
279,Morgan City Water System,C,716,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1170,Utah,Morgan,Weber River,2/1/2007,Morgan,121,109,65,28,6,10,12,552.8,497.2,298.8,129.2,25.4,43.8,55.6,1191,852,339.1,0,16034.32722,7637027.77
280,Fruit Heights City Water System,C,276,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1032,Utah,Davis,Weber River,2/1/2009,East Shore,350,60,56,3,0,0,291,2318.8,395.5,372,22.1,1.4,0,1923.4,541,541,0,0,14089.78508,6063976.311
281,Croydon Pipeline Corp.,C,709,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10931,Utah,Morgan,Weber River,2/1/2005,Lost Creek,888,91,90,0,0,1,796,89.5,9.2,9.1,0,0,0.2,80.3,63,8.1,54.9,0,2231.850258,210899.92
282,Central Enterprise Water Co.,C,712,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1150,Utah,Morgan,Weber River,2/1/2007,Morgan,296,210,196,0,14,0,86,142.7,101.3,94.5,0,6.8,0,41.4,83,83,0,0,3714.582762,606327.435
283,Syracuse City Water System,C,272,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1082,Utah,Davis,Weber River,2/1/2009,East Shore,266,61,56,4,0,0,205,8793.5,2013.9,1860.2,135.6,15.9,2.1,6779.6,1947,1947,0,0,30633.34763,40194621.96
284,Peterson Pipeline Assoc.,C,718,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1243,Utah,Morgan,Weber River,2/1/2007,Morgan,406,123,121,1,1,1,283,218.4,66.4,64.9,0.5,0.5,0.5,152,144,144,0,0,10319.56502,5041269.765
285,Clearfield City Water System,C,262,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1180,Utah,Davis,Weber River,2/1/2009,East Shore,181,171,102,41,18,10,9,6462.9,6133,3646,1467,644.9,375.1,329.9,1424,1424,0,0,24398.28104,18619762.98
286,Layton City Water System,C,277,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1092,Utah,Davis,Weber River,2/1/2009,East Shore,206,144,108,32,4,0,61,18877.1,13248.1,9902.9,2944,401.2,0,5629,7557,7557,0,0,62806.79084,58709371.14
287,Monte Verde,C,715,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1071,Utah,Morgan,Weber River,2/1/2007,Morgan,399,399,399,0,0,0,0,33.5,33.5,33.5,0,0,0,0,82,82,0,0,3132.460294,598062.075
288,Uintah Town Water System,C,1654,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1079,Utah,Weber,Weber River,2/1/2009,East Shore,532,277,245,27,4,1,254,668,348.4,307.6,34.5,5.2,1.1,319.7,0,0,0,0,12585.39674,3776530.703
289,South Weber Water System,C,270,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1340,Utah,Davis,Weber River,2/1/2009,East Shore,342,62,50,1,1,10,281,2716.8,488.9,394.7,6.9,8.4,78.8,2228,180.8,180.8,0,0,24557.32601,12191898.23
290,Sunset City Water System,C,271,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1041,Utah,Davis,Weber River,2/1/2009,East Shore,119,119,102,4,13,0,0,790.5,790.5,679.2,25.7,85.6,0,0,0,0,0,0,8697.166717,3815875.023
291,Clinton City Water System,C,263,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1181,Utah,Davis,Weber River,2/1/2009,East Shore,242,50,46,4,0,0,192,6485.3,1343.7,1227,114.8,1.8,0,5141.7,415,415,0,0,18914.66934,15222823.87
292,Mountain Green Water Assoc.,C,723,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1201,Utah,Morgan,Weber River,2/1/2007,Morgan,224,224,224,0,0,0,0,13.6,13.6,13.6,0,0,0,0,20,20,0,0,11707.74932,4464709.664
293,Uintah Highlands Improvement District,C,1655,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1336,Utah,Weber,Weber River,2/1/2009,East Shore,729,96,68,27,1,0,633,2025.6,268.1,187.9,76.3,3.8,0,1757.5,89,0,89,0,13551.37668,4417243.031
294,Hill Air Force Base,C,283,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1122,Utah,Davis,Weber River,2/1/2009,East Shore,2878,2240,91,0,2149,0,638,2240.5,1743.7,70.6,0,1673.1,0,496.8,1475,1475,0,0,22482.7663,23014582.13
295,Highland Subdivision (Morgan),C,713,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1118,Utah,Morgan,Weber River,2/1/2007,Morgan,117,117,100,8,9,0,0,165.2,165.2,140.8,11.8,12.6,0,0,287,0,287,0,20148.74346,14609606.94
296,Washington Terrace City Water System,C,1656,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1299,Utah,Weber,Weber River,2/1/2009,East Shore,202,59,45,7,6,0,143,2105.8,610.6,474.4,77.3,59,0,1495.2,0,0,0,0,13391.03329,5162629.5
297,South Ogden City Water System,C,1652,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1098,Utah,Weber,Weber River,2/1/2009,East Shore,249,63,49,13,1,0,186,5000.9,1258.9,976.1,269,13.8,0,3741.9,1127,339,0,788,21424.84574,10126339.79
298,Riverdale City Water System,C,1650,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1001,Utah,Weber,Weber River,2/1/2009,East Shore,251,229,163,51,15,0,22,2604.9,2376.9,1692.7,530.7,153.2,0.3,228,1333,1333,0,0,20017.36699,11851021.29
299,Lakeview Water Co.,C,1658,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1334,Utah,Weber,Weber River,2/1/2008,Ogden Valley,159,154,152,0,2,0,5,42.9,41.5,41,0,0.6,0,1.3,303,303,0,0,6522.147179,1575737.889
300,Huntsville Town Water System,C,1642,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1200,Utah,Weber,Weber River,2/1/2008,Ogden Valley,1017,67,57,4,7,0,950,888.3,58.6,49.4,3.4,5.8,0,829.6,200,0,200,0,20998.16585,4546594.04
301,Pineview West Water Co.,C,1663,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11285,Utah,Weber,Weber River,2/1/2008,Ogden Valley,255,98,91,7,0,0,158,45.7,17.5,16.3,1.2,0,0,28.2,90,90,0,0,8043.10099,1167700.737
302,Casey Acres Water Co.,C,1709,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11334,Utah,Weber,Weber River,2/1/2008,Ogden Valley,734,29,29,0,0,0,705,32.9,1.3,1.3,0,0,0,31.6,13,13,0,0,2640.748699,335050.2735
303,Eden Waterworks System,C,1640,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1276,Utah,Weber,Weber River,2/1/2008,Ogden Valley,430,132,117,14,1,0,298,510.5,157.1,139,16.5,1.7,0,353.4,402,184.7,217.3,0,30309.9292,20279816.28
304,Nordic Mountain Water Co.,C,1644,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1318,Utah,Weber,Weber River,2/1/2008,Ogden Valley,69,69,68,1,0,0,0,57.1,57.1,56.4,0.7,0,0,0,217,217,0,0,26298.93492,11307096.18
305,Wolf Creek Water and Sewer Improvement District,C,1648,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1365,Utah,Weber,Weber River,2/1/2008,Ogden Valley,449,35,34,1,0,0,414,1519.6,118.7,114.5,4.2,0,0,1400.9,872,823.6,48.4,0,19415.52725,7831693.8
306,North Ogden City,C,1645,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1143,Utah,Weber,Weber River,2/1/2009,East Shore,363,62,57,4,1,0,301,7088,1213.6,1107.6,77,24.4,4.6,5874.3,3680,1573.8,2106.2,0,24248.23094,19586698.65
307,Liberty Pipeline Co.,C,1643,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1078,Utah,Weber,Weber River,2/1/2008,Ogden Valley,157,150,150,0,0,0,7,229,218.4,218.4,0,0,0,10.6,488,326.6,161.4,0,33367.73942,9092329.581
308,Pleasant View Culinary Water,C,1649,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1033,Utah,Weber,Weber River,2/1/2009,East Shore,423,57,55,0,2,0,365,3729.4,504.8,482.7,3.8,15.1,3.3,3224.6,1510,1191.2,318.8,0,18570.6574,13819812.61
309,Hot Springs Trailer Court,C,75,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11343,Utah,Box Elder,Weber River,2/1/2009,East Shore,88,88,88,0,0,0,0,11,11,11,0,0,0,0,24.2,24.2,0,0,694.4514176,29114.70035
310,Coleman Mobile Home Park,C,74,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11335,Utah,Box Elder,Weber River,2/1/2009,East Shore,170,170,170,0,0,0,0,11.4,11.4,11.4,0,0,0,0,16,16,0,0,1046.8,35290.05
311,Fox Hill Mobile Home Community,C,73,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11341,Utah,Box Elder,Weber River,2/1/2009,East Shore,136,136,136,0,0,0,0,12.2,12.2,12.2,0,0,0,0,18,18,0,0,856.6787228,36266.083
312,Cole Canyon Water Co.,C,1708,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11278,Utah,Weber,Weber River,2/1/2008,Ogden Valley,1022,468,411,0,57,0,554,137.4,62.9,55.2,0,7.7,0,74.5,116.2,0,116.2,0,4269.415558,904266.7443
313,Willard City,C,57,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1211,Utah,Box Elder,Weber River,2/1/2009,East Shore,397,238,209,15,15,0,158,906.4,544.7,478,33.6,33.1,0,361.7,1775.5,1614.1,161.4,0,19341.17132,17805735.09
314,Perry City,C,52,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1172,Utah,Box Elder,Bear River,1/1/2007,Brigham City,122,122,95,27,0,0,0,698.2,698.2,543.2,153.4,1.5,0,0,1452.7,1372,80.7,0,25578.20768,20674938.97
315,Woodruff Town Water System,C,762,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1333,Utah,Rich,Bear River,1/3/2002,Randolph,204,204,189,2,13,0,0,45.6,45.6,42.2,0.5,2.9,0,0,174.4,174.4,0,0,6197.54879,1141240.3
316,Corinne City Corp.,C,39,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1175,Utah,Box Elder,Bear River,1/1/2007,Brigham City,238,159,133,3,6,17,79,194.8,130.4,109,2.4,4.9,14.1,64.5,302.7,197.7,104.9,0,24791.09805,9556906.658
317,Paradise Town Water System,C,112,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1148,Utah,Cache,Bear River,1/1/2004,Cache Valley,929,71,64,0,3,4,858,1050.8,80,72.2,0.1,2.9,4.8,970.8,524.6,427.7,96.9,0,9383.382985,3415458.452
318,Mountain Meadow ID,C,772,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11470,Utah,Rich,Bear River,1/3/2002,Randolph,193,193,189,0,3,0,0,12.9,12.9,12.7,0,0.2,0,0,0,0,0,0,1860.98759,208174.775
319,BRWCD - Harper Ward,C,87,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11304,Utah,Box Elder,Bear River,1/1/2007,Brigham City,333,186,184,2,0,0,147,145.3,81.3,80.5,0.8,0,0,64,0,0,0,0,20532.98015,3641102.791
320,Acme Water Co.,C,35,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1918,Utah,Box Elder,Bear River,1/1/2006,Tremonton,617,292,272,0,20,0,325,615.1,291,270.7,0.3,20,0,324.1,1089.5,686,403.5,0,20288.66956,5934264.954
321,Hyrum City,C,104,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1051,Utah,Cache,Bear River,1/1/2004,Cache Valley,524,246,74,4,21,147,278,5014.7,2356.4,710.9,35.8,199.2,1410.5,2658.3,7725,5039,2686,0,28039.933,11852917.98
322,Wellsville City Corp.,C,118,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1179,Utah,Cache,Bear River,1/1/2004,Cache Valley,630,240,214,11,9,6,390,2688.3,1025.3,914.1,48.4,39,23.9,1663.1,3905.1,2129.6,1775.5,0,48498.12666,18654418.9
323,Randolph Town Water System,C,759,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1108,Utah,Rich,Bear River,1/3/2002,Randolph,817,767,438,236,93,0,49,457.3,429.6,245.5,132,52.2,0,27.7,988.2,807.1,181.1,0,12756.70144,3979480.047
324,Providence City Water System,C,113,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1213,Utah,Cache,Bear River,1/1/2004,Cache Valley,270,270,232,15,23,0,0,2238.2,2238.2,1922.4,124.5,191.3,0,0,5831.5,3811.7,2019.7,0,17423.3878,9722205.208
325,Deweyville Town,C,40,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1109,Utah,Box Elder,Bear River,1/1/2006,Tremonton,231,214,214,0,0,0,17,116.4,107.9,107.9,0,0,0,8.5,652.9,289.7,363.2,0,28277.89649,16305239.59
326,River Heights City,C,115,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1037,Utah,Cache,Bear River,1/1/2004,Cache Valley,315,208,192,11,4,0,107,765.5,506.3,467.7,27.7,10.8,0,259.2,2231.5,2231.5,0,0,10434.32039,2669501.601
327,Mendon City,C,107,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1145,Utah,Cache,Bear River,1/1/2004,Cache Valley,728,107,103,1,2,0,621,1190.2,174.5,168.8,2,3.7,0,1015.7,1195,309.1,161.4,724.5,21871.46729,3750620.953
328,Tremonton City Corp.,C,44,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1168,Utah,Box Elder,Bear River,1/1/2006,Tremonton,318,299,156,33,20,90,18,3060.6,2882.4,1501.7,317.7,193.8,869.3,178.1,4802,807.1,3994.9,0,47058.75088,19593506.69
329,"Cedar Ridge Distribution, Inc.",C,72,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1426,Utah,Box Elder,Bear River,1/1/2006,Tremonton,461,461,459,2,0,0,0,46.5,46.5,46.3,0.2,0,0,0,20.2,20.2,0,0,2754.462272,353180.0276
330,Ukon Water Co.,C,47,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1161,Utah,Box Elder,Bear River,1/1/2006,Tremonton,279,114,108,0,1,5,165,540.7,220.7,208.7,0,2.9,9.2,320,217.9,24.2,193.7,0,38818.1341,6614941.565
331,Laketown,C,758,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1230,Utah,Rich,Bear River,1/1/2001,Bear Lake,897,464,420,29,15,0,433,376.7,194.9,176.5,12.3,6.1,0,181.8,207.1,0,207.1,0,14579.15687,6720549.163
332,Benson Water Culinary District,C,163,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1427,Utah,Cache,Bear River,1/1/2004,Cache Valley,336,336,271,2,10,53,0,261.3,261.3,210.9,1.2,8.1,41.1,0,695.2,695.2,0,0,33586.10887,36583060.65
333,Smithfield City,C,116,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1303,Utah,Cache,Bear River,1/1/2004,Cache Valley,330,202,153,11,37,0,128,4503.7,2757,2096.2,150.1,504.9,5.8,1746.7,5488.4,1775.5,3712.9,0,21520.22442,12610321.73
334,Riverside - North Garland Water Co.,C,48,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1328,Utah,Box Elder,Bear River,1/1/2006,Tremonton,265,265,236,4,3,22,0,370.7,370.7,329.9,5.6,4.6,30.5,0,615,615,0,0,30978.16633,20031391.51
335,Newton Town Water System,C,109,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1371,Utah,Cache,Bear River,1/1/2004,Cache Valley,701,208,157,1,36,14,492,651.6,193.8,146.1,1.4,33.8,12.6,457.8,492.3,0,492.3,0,11551.80787,2580001.132
336,Plymouth Town,C,46,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1208,Utah,Box Elder,Bear River,1/1/2006,Tremonton,557,557,424,130,3,0,0,281.5,281.5,214.2,65.7,1.5,0,0,388.2,343,45.2,0,6373.36375,1598048.408
337,Amalga Town Culinary Water System,C,98,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1069,Utah,Cache,Bear River,1/1/2004,Cache Valley,1137,1137,642,0,1,494,0,713.3,713.3,403,0,0.5,309.8,0,1252.6,1252.6,0,0,25680.22918,9224757.688
