OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotaGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotalSup,WellsSup,SpringsSup,SurfaceSup,SHAPE_Length,SHAPE_Area
325,Cole Canyon Water Co.,C,1708,https://waterlink.utah.gov/deqWater/reports.html?systemId=470,Utah,Weber,Weber River,02-01-08,Ogden Valley,1109,701,639,0,61,0,408,408,0,0,0,111.79,70.64,64.45,0,6.19,0,41.15,41.15,0,0,0,116.22,0,116.22,0,5690.55866977969,1608049.40269074
326,Willard City,C,57,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1211,Utah,Box Elder,Weber River,02-01-09,East Shore,319,218,197,10,11,0,101,98,0,2,0,668.43,457.63,413.36,20.54,23.74,0,210.8,206.09,0,4.71,0,1775.52,1614.11,161.41,0,25825.2294343877,31706417.6838567
327,Perry City,C,52,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1172,Utah,Box Elder,Bear River,01-01-07,Brigham City,117,83,72,11,0,0,34,13,0,21,0,674.45,476.9,414.3,61.38,1.23,0,197.55,74.26,0,123.29,0,1452.71,1372,80.71,0,34161.7953324579,36871636.3523462
328,Woodruff Town Water System,C,762,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1333,Utah,Rich,Bear River,01-03-02,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.42,174.42,0,0,8282.60726308293,2039183.99202825
329,Corinne City Corp.,C,39,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1175,Utah,Box Elder,Bear River,01-01-07,Brigham City,230,147,147,0,0,0,83,73,0,10,0,177.7,113.55,113.55,0,0,0,64.15,56.77,0,7.38,0,302.65,197.73,104.92,0,33145.2029861146,17087645.068181
330,Paradise Town Water System,C,112,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1148,Utah,Cache,Bear River,01-01-04,Cache Valley,669,87,84,0,1,2,582,534,0,48,0,719.07,93.04,90.54,0,0.57,1.93,626.03,574.4,0,51.63,0,524.59,427.74,96.85,0,12554.3933457197,6110654.09238954
331,BRWCD - Harper Ward,C,87,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1439,Utah,Box Elder,Bear River,01-01-07,Brigham City,332,167,166,0,0,0,166,166,0,0,0,119.13,59.69,59.52,0.17,0,0,59.44,59.44,0,0,0,0,0,0,0,27488.2346211413,6515277.75157415
332,ACME Water Company,C,35,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1918,Utah,Box Elder,Bear River,01-01-06,Tremonton,793,289,273,0,15,0,504,456,0,48,0,772.53,281.29,266.08,0.38,14.83,0,491.24,444.82,0,46.42,0,1089.53,686,403.53,0,21667.6761659557,9031880.69167737
333,Hyrum City,C,104,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1051,Utah,Cache,Bear River,01-01-04,Cache Valley,452,308,124,3,21,160,144,124,0,21,0,4312.24,2935.85,1179.09,33.15,198.04,1525.58,1376.39,1179.38,0,197,0,7725,5039,2686,0,37531.5437384962,21248530.7892888
334,Wellsville City Corp.,C,118,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1179,Utah,Cache,Bear River,01-01-04,Cache Valley,334,329,279,36,10,4,5,5,0,0,0,1431.77,1409.77,1196.93,153.25,42.43,17.16,22,20,0,2,0,3905.12,2129.59,1775.53,0,64372.4155671728,34058572.7386234
335,Randolph Town Water System,C,759,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1108,Utah,Rich,Bear River,01-03-02,Randolph,665,636,351,220,64,0,29,29,0,0,0,379.8,363.05,200.4,125.82,36.83,0,16.75,16.75,0,0,0,988.18,807.06,181.12,0,15386.7762321876,5071755.90830402
336,Providence City Water System,C,113,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1213,Utah,Cache,Bear River,01-01-04,Cache Valley,273,252,216,12,24,0,21,21,0,0,0,2170.79,2007.73,1714.69,98.27,191.72,3.05,163.06,163.06,0,0,0,5831.46,3811.73,2019.73,0,23339.9971035954,17459954.0058687
337,Deweyville Town,C,40,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1109,Utah,Box Elder,Bear River,01-01-06,Tremonton,569,261,261,0,0,0,308,193,0,114,0,222.92,102.25,102.25,0,0,0,120.67,75.81,0,44.85,0,652.85,289.67,363.18,0,37877.1485236312,29283106.5704689
338,River Heights City,C,115,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1037,Utah,Cache,Bear River,01-01-04,Cache Valley,226,175,164,1,10,0,51,49,0,2,0,549.77,426,398.08,2.54,25.38,0,123.78,119.05,0,4.73,0,2231.51,2231.51,0,0,13983.9568571712,4798881.6718162
339,Mendon City,C,107,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1145,Utah,Cache,Bear River,01-01-04,Cache Valley,425,100,97,1,1,0,325,299,0,26,0,690.01,162.26,157.92,2.25,1.98,0.1,527.75,486.13,0,41.63,0,1195.01,309.1,161.41,724.5,26952.5307266049,7244056.30847503
340,Tremonton City Corp.,C,44,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1168,Utah,Box Elder,Bear River,01-01-06,Tremonton,332,293,153,32,20,88,39,4,0,35,0,3067.16,2702.8,1408.13,297.87,181.71,815.1,364.37,37.46,0,326.91,0,4801.99,807.06,3994.93,0,63078.4499428193,35215272.4178794
341,"Cedar Ridge Distribution, Inc.",C,72,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1426,Utah,Box Elder,Bear River,01-01-06,Tremonton,417,417,413,4,0,0,0,0,0,0,0,37.39,37.39,36.99,0.4,0,0,0,0,0,0,0,20.18,20.18,0,0,3696.18731850753,635092.563973872
342,Ukon Water Co.,C,47,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1161,Utah,Box Elder,Bear River,01-01-06,Tremonton,319,156,147,0,1,8,163,163,0,0,0,428.7,209.56,197.04,0,1.67,10.85,219.14,219.14,0,0,0,217.9,24.21,193.69,0,52107.591084121,11917280.0502077
343,Laketown,C,758,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1230,Utah,Rich,Bear River,01-01-01,Bear Lake,662,489,422,52,15,0,173,173,0,0,0,274.2,202.55,174.93,21.48,6.14,0,71.66,71.66,0,0,0,207.1,0,207.1,0,19574.868787187,12122051.9716927
344,Benson Water Culinary District,C,163,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1427,Utah,Cache,Bear River,01-01-04,Cache Valley,417,256,173,2,9,73,160,160,0,0,0,321.93,198.11,133.47,1.51,6.73,56.4,123.82,123.82,0,0,0,695.23,695.23,0,0,45084.5625839864,65934289.7320614
345,Smithfield City,C,116,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1303,Utah,Cache,Bear River,01-01-04,Cache Valley,274,156,136,12,7,1,118,60,0,58,0,3508.39,2001.01,1740.65,158.4,83.88,18.08,1507.38,764.06,0,743.32,0,5488.4,1775.52,3712.88,0,28902.9623959638,22748140.5212892
346,Riverside - North Garland Water Co.,C,48,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1328,Utah,Box Elder,Bear River,01-01-06,Tremonton,384,306,272,5,4,25,78,69,0,10,0,558.94,444.94,396.03,6.72,5.54,36.64,114,100,0,14,0,614.98,614.98,0,0,41633.0016903166,36094344.0936425
347,Newton Town Water System,C,109,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1371,Utah,Cache,Bear River,01-01-04,Cache Valley,681,186,171,2,14,0,495,481,0,14,0,617.68,168.79,154.98,1.53,12.28,0,448.89,436.23,0,12.67,0,492.31,0,492.31,0,15525.5838474223,4658035.57982424
348,Plymouth Town,C,46,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1208,Utah,Box Elder,Bear River,01-01-06,Tremonton,252,252,210,42,1,0,0,0,0,0,0,132.54,132.54,110.33,21.85,0.36,0,0,0,0,0,0,388.2,343,45.2,0,8560.08393019023,2886147.58129565
349,Amalga Town Culinary Water System,C,98,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1069,Utah,Cache,Bear River,01-01-04,Cache Valley,1135,1018,394,0,0,623,117,117,0,0,0,686.61,615.61,238.47,0,0,377.14,71.01,71.01,0,0,0,1252.55,1252.55,0,0,34520.8212515761,16652040.9615734
350,Bridgerland Village Water Co.,C,756,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1271,Utah,Rich,Bear River,01-01-01,Bear Lake,270,270,270,0,0,0,0,0,0,0,0,18.13,18.13,18.13,0,0,0,0,0,0,0,0,15.3,0.46,14.84,0,23099.4733930003,12902279.2106181
351,Clarkston Town Culinary Water,C,100,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1269,Utah,Cache,Bear River,01-01-04,Cache Valley,1083,977,948,0,29,0,106,106,0,0,0,842.05,759.55,737.34,0,22.21,0,82.5,82.5,0,0,0,1049.17,0,1049.17,0,16118.1180400481,5486943.29442019
352,Richmond City Water System,C,114,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1245,Utah,Cache,Bear River,01-01-04,Cache Valley,319,254,159,2,15,77,65,65,0,0,0,886.23,705.84,441.92,6.47,42.78,214.67,180.39,180.39,0,0,0,1501.13,532.66,968.47,0,22403.0378512619,16215863.5534307
353,Trenton Town Water System,C,117,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1097,Utah,Cache,Bear River,01-01-04,Cache Valley,367,194,110,12,2,71,173,154,0,19,0,190.08,100.55,56.79,6.19,0.84,36.73,89.53,79.7,0,9.83,0,448.37,0,448.37,0,36075.6352754341,38495243.6913721
354,Garden City,C,757,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1095,Utah,Rich,Bear River,01-01-01,Bear Lake,1943,1576,1056,503,18,0,367,6,361,0,0,1251.54,1015,680.05,323.66,11.29,0,236.54,3.97,232.58,0,0,1329.26,0,1322.46,6.8,57489.0408032107,34120324.4160459
355,Cove Waterworks,C,102,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1313,Utah,Cache,Bear River,01-01-04,Cache Valley,641,120,120,0,0,0,521,273,0,248,0,50.29,9.41,9.41,0,0,0,40.88,21.44,0,19.44,0,35.18,3.5,31.68,0,6792.80164550506,1103677.2636728
356,Lewiston City,C,105,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1081,Utah,Cache,Bear River,01-01-04,Cache Valley,376,236,181,7,15,34,140,126,0,14,0,792.32,497.86,381.24,14.05,31.74,70.83,294.46,265.63,0,28.83,0,1633.36,807.06,826.3,0,69036.2628438835,119448446.655778
357,High Creek Water Co.,C,152,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1066,Utah,Cache,Bear River,01-01-04,Cache Valley,495,472,459,0,0,13,23,23,0,0,0,77.64,74,72,0,0,2,3.64,3.64,0,0,0,132,0,132,0,15230.7434668845,5264038.19011195
358,Cornish Town Water System,C,101,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1341,Utah,Cache,Bear River,01-01-04,Cache Valley,540,241,182,17,1,42,298,219,0,79,0,166.32,74.39,56.18,5.21,0.21,12.79,91.93,67.54,0,24.39,0,228.83,129.13,99.7,0,31865.2904361834,25626902.4274386
359,Portage Municipal Water System,C,45,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1300,Utah,Box Elder,Bear River,01-01-06,Tremonton,373,373,299,0,74,0,0,0,0,0,0,104.48,104.48,83.64,0,20.84,0,0,0,0,0,0,176.64,80.71,95.93,0,24909.5351360571,12080637.4363942
360,Interlaken Mutual Water Co.,C,1482,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1919,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,129,129,129,0,0,0,0,0,0,0,0,36.15,36.15,36.15,0,0,0,0,0,0,0,0,201.76,201.76,0,0,6026.56035962758,1060608.73517691
361,Swiss Alpine Water Co.,C,1477,https://waterlink.utah.gov/deqWater/reports.html?systemId=1483,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,114,114,114,0,0,0,0,0,0,0,0,38.34,38.34,38.34,0,0,0,0,0,0,0,0,31.2,0,31.2,0,8237.23050018798,1775928.01207128
362,Midway City Water System,C,1446,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1215,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,434,142,132,2,4,4,292,292,0,0,0,2620.24,856.95,798.43,12.6,22.9,23.02,1763.29,1763.29,0,0,0,2456.68,121.06,2335.62,0,40167.5426454998,34697930.0361452
363,Country Estates Mobile Home Park,C,1487,https://waterlink.utah.gov/deqWater/reports.html?systemId=490,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,97,97,97,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,32.28,32.28,0,0,1205.6396228684,83080.1048676575
364,Snowville Town,C,53,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1008,Utah,Box Elder,West Desert,00-01-03,Curlew Valley,535,535,375,96,64,0,0,0,0,0,0,101.88,101.88,71.32,18.34,12.23,0,0,0,0,0,0,129.13,129.13,0,0,15034.3777412784,8321381.94609257
365,East Grouse Creek Pipeline Co.,C,43,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10976,Utah,Box Elder,West Desert,00-01-01,Grouse Creek,2291,2291,1750,5,70,467,0,0,0,0,0,77,77,58.81,0.16,2.35,15.68,0,0,0,0,0,92.27,24.48,67.79,0,13470.4322226191,2825694.22209299
366,Ophir Canyon Water Association,C,1192,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1326,Utah,Tooele,West Desert,00-05-01,Rush Valley,616,616,616,0,0,0,0,0,0,0,0,28.99,28.99,28.99,0,0,0,0,0,0,0,0,57.79,41.65,16.14,0,4522.70496504023,382548.54391336
367,West Erda Improvement District,C,2215,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1222,Utah,Tooele,West Desert,00-05-02,Tooele Valley,371,371,371,0,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0,0,40.1,40.1,0,0,3555.52039824997,614491.710494638
368,Dugway - English Village,C,1228,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1235,Utah,Tooele,West Desert,00-04-00,Skull Valley,744,537,377,74,29,58,207,0,0,207,0,863.04,623.04,436.65,85.54,34.04,66.81,240,0,0,240,0,2057.99,2057.99,0,0,8761.87418747914,4349833.63126242
369,Grantsville City,C,1189,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1077,Utah,Tooele,West Desert,00-05-02,Tooele Valley,348,119,86,32,2,0,228,228,0,0,0,4150.27,1423.46,1021.81,378.3,23.35,0,2726.81,2726.81,0,0,0,3393.67,3393.67,0,0,84293.7313952536,143581437.828447
370,Stansbury Park Improvement District,C,1190,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1244,Utah,Tooele,West Desert,00-05-02,Tooele Valley,215,192,150,6,35,0,22,0,0,22,0,2749.69,2462.25,1924.97,81.28,454.4,1.61,287.44,0,0,287.44,0,4801.99,4801.99,0,0,45672.9304939383,30084785.2365174
371,Erda Acres Water Co.,C,1227,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1423,Utah,Tooele,West Desert,00-05-02,Tooele Valley,110,110,109,0,1,0,0,0,0,0,0,184.91,184.91,183.84,0,1.07,0,0,0,0,0,0,500.24,500.24,0,0,3812.16572891337,731418.126165808
372,Stockton Town Water System,C,1196,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1049,Utah,Tooele,West Desert,00-05-01,Rush Valley,116,116,108,0,7,0,0,0,0,0,0,100.07,100.07,93.54,0.17,6.36,0,0,0,0,0,0,1129.88,484.23,645.65,0,23226.0127186188,10599054.1593523
373,Vernon Waterworks SSD,C,1193,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1128,Utah,Tooele,West Desert,00-05-01,Rush Valley,183,89,89,0,0,0,94,94,0,0,0,53.44,25.98,25.98,0,0,0,27.45,27.45,0,0,0,44.39,44.39,0,0,31594.7966328265,36723550.3697104
374,Wendover City Water System,C,1194,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1006,Utah,Tooele,West Desert,00-02-01,North GSL Desert,214,214,60,87,39,28,0,0,0,0,0,335.93,335.93,93.74,137.31,61.33,43.55,0,0,0,0,0,4184.36,0,4184.36,0,24949.2185007645,28385310.8294121
375,Tooele City Water System,C,1191,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1232,Utah,Tooele,West Desert,00-05-02,Tooele Valley,139,136,108,15,3,11,3,3,0,0,0,5664.78,5536.41,4401.37,598.1,108.15,428.79,128.37,128.37,0,0,0,8893.76,8893.76,0,0,65802.3901052599,96036069.4404509
376,Lincoln Culinary Water Association,C,1195,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1162,Utah,Tooele,West Desert,00-05-02,Tooele Valley,149,126,120,0,6,0,24,24,0,0,0,100.29,84.38,80.42,0,3.96,0,15.91,15.91,0,0,0,126.14,44.39,81.75,0,15117.1781845838,7199864.73130142
377,Howell Town Water System,C,50,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1155,Utah,Box Elder,West Desert,00-07-02,Promontory Point,383,383,383,0,0,0,0,0,0,0,0,111.6,111.6,111.6,0,0,0,0,0,0,0,0,195.87,173.87,22,0,51827.2824680809,163114227.225746
378,Silver Spur Ranchos,C,1243,https://waterlink.utah.gov/deqWater/reports.html?systemId=1338,Utah,Tooele,West Desert,00-05-02,Tooele Valley,539,539,539,0,0,0,0,0,0,0,0,60.35,60.35,60.35,0,0,0,0,0,0,0,0,25,25,0,0,6999.71147058803,1527516.68492515
379,Hanna Water & Sewer Improvement District,C,344,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10912,Utah,Duchesne,Uintah,07-03-07,Tabiona,146,73,61,13,0,0,72,72,0,0,0,55.41,27.91,23.13,4.79,0,0,27.5,27.5,0,0,0,43.64,11.27,32.37,0,77314.9586345738,106817505.896102
380,Duchesne Water System,C,296,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1004,Utah,Duchesne,Uintah,07-03-04,Starvation Reservoir,507,320,123,131,0,66,187,181,0,6,0,1074.02,677.6,259.97,277.24,0,140.39,396.42,383.56,0,12.86,0,7801.5,0,0,7801.5,31577.1837425368,27497466.7577106
381,South Duchesne Culinary Water,C,2398,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1004,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,244,75,75,0,0,0,169,169,0,0,0,159.5,49.2,49.2,0,0,0,110.3,110.3,0,0,0,726.4,0,0,726.4,26253.0408050762,27507894.5603755
382,Timber Lakes Water SSD,C,1484,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1406,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,55,55,55,0,0,0,0,0,0,0,0,52.78,52.78,52.78,0,0,0,0,0,0,0,0,192,0,192,0,32350.3605074155,52110522.6328128
383,Twin Creeks SSD,C,1505,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1453,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,459,90,89,0,1,0,369,369,0,0,0,1306.65,255.87,254.33,0,1.55,0,1050.78,1050.78,0,0,0,247.7,0,0,247.7,68340.5350734748,99164995.710261
384,Woodland Mutual Water Co.,C,1087,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1019,Utah,Summit,Utah Lake,04-01-06,Woodland,310,310,307,2,0,0,0,0,0,0,0,100.73,100.73,99.86,0.74,0.13,0,0,0,0,0,0,97,48.5,48.5,0,23234.8844425732,6902588.31970754
385,Roy City Water System,C,1651,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1065,Utah,Weber,Weber River,02-01-09,East Shore,243,71,60,10,1,0,172,155,1,16,0,10258.64,3004.64,2550.65,427.69,26.29,0,7254,6567.35,28.02,658.63,0,1804,1804,0,0,48846.7416488188,35907009.9374907
386,Hooper WID,C,1641,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1067,Utah,Weber,Weber River,02-01-09,East Shore,378,79,63,1,16,0,299,293,2,4,0,8221.08,1721.95,1362,12.98,346.97,0,6499.12,6383.96,38.47,76.69,0,2342.6,2342.6,0,0,67634.1425720333,53912149.0207228
387,West Warren - Warren Improvement District,C,1710,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1360,Utah,Weber,Weber River,02-01-09,East Shore,497,292,292,0,0,0,205,198,0,7,0,568,334,334,0,0,0,234,226,0,8,0,0,0,0,0,61683.9280703516,69348429.7406419
388,Mutton Hollow ID,C,267,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1014,Utah,Davis,Weber River,02-01-09,East Shore,521,215,214,0,1,0,306,290,0,16,0,419.87,173,172.5,0,0.5,0,246.87,234.26,0,12.61,0,0,0,0,0,21430.3907469225,3778105.54689811
389,High Valley Water Co.,C,1090,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1370,Utah,Summit,Weber River,02-01-06,East Canyon,95,95,95,0,0,0,0,0,0,0,0,86.6,86.6,86.6,0,0,0,0,0,0,0,0,453,453,0,0,6570.2484314218,2231219.13821901
390,Spring Mountain Mutual Water Co.,C,1701,https://waterlink.utah.gov/deqWater/reports.html?systemId=1416,Utah,Weber,Weber River,02-01-08,Ogden Valley,920,920,877,0,15,28,0,0,0,0,0,35.04,35.04,33.4,0,0.59,1.05,0,0,0,0,0,32.6,0,32.6,0,2561.45592000657,312615.198764996
391,Hi-Country Estates #1,C,897,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1419,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,118,118,118,0,0,0,0,0,0,0,0,59.62,59.62,59.62,0,0,0,0,0,0,0,0,81,81,0,0,15110.9942428132,6368581.98780727
392,Farmington City Water System,C,264,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1027,Utah,Davis,Weber River,02-01-09,East Shore,310,63,54,7,2,0,247,214,0,33,0,7218.5,1465.55,1262.29,163.07,40.2,0,5752.95,4982.19,0,770.76,0,3743,3743,0,0,36197.4030625716,52876164.6466653
393,Kaysville City Water System,C,266,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1205,Utah,Davis,Weber River,02-01-09,East Shore,312,74,61,12,1,0,238,219,1,18,0,10565.44,2491.34,2069.86,403.94,17.55,0,8074.1,7428.1,43.68,602.32,0,0,0,0,0,54689.2120281821,47105752.4966
394,West Point City Water System,C,279,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1163,Utah,Davis,Weber River,02-01-09,East Shore,317,43,39,2,1,0,274,198,0,77,0,2945.34,395.56,366.43,22.04,7.09,0,2549.78,1838.31,0,711.47,0,1501.93,1501.93,0,0,23242.950253665,16694696.9115352
395,"Hooper WID (West Point, Davis Co.)",C,2416,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1067,Utah,Davis,Weber River,02-01-09,East Shore,407,79,63,1,16,0,328,328,0,0,0,8852.89,1721.95,1362,12.98,346.97,0,7130.94,7130.94,0,0,0,413.4,413.4,0,0,33862.627144992,24713004.1623426
396,Ogden City Water System,C,1646,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1018,Utah,Weber,Weber River,02-01-09,East Shore,193,144,59,55,0,30,49,43,0,6,0,18971,14139,5802,5400,0,2937,4832,4206.25,19.74,606.01,0,16714,9157.85,0,7556.15,77665.6399065456,127845794.865188
397,Pole Patch Water System,C,1723,https://waterlink.utah.gov/deqWater/reports.html?systemId=1197,Utah,Weber,Weber River,02-01-09,East Shore,391,391,391,0,0,0,0,0,0,0,0,28.89,28.89,28.89,0,0,0,0,0,0,0,0,0,0,0,0,5756.18455730124,1423467.10066298
398,Big Plains - Cedar Point,C,1593,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10986,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,104,104,104,0,0,0,0,0,0,0,0,30.44,30.44,30.44,0,0,0,0,0,0,0,0,75.86,75.86,0,0,3829.96267113881,820644.859312908
399,Paunsaugunt Cliffs SSD,C,2409,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11064,Utah,Garfield,Sevier River,05-06-02,Panguitch,270,270,268,2,0,0,0,0,0,0,0,15.13,15.13,15.04,0.09,0,0,0,0,0,0,0,48.8,48.8,0,0,8203.41745008088,3383058.24056867
