"","FID","WRENAME","SYSTEMTYPE","WATERRESID","WRLINK","STATE","COUNTY","BASIN","SUBAREA","SUBAREANAM","TotalGPCD","TotPotaGPCD","ResPotGPCD","ComPotGPCD","InsPotGPCD","IndPotGPCD","TotSecGPCD","ResSecGPCD","ComSecGPCD","InsSecGPCD","IndSecGPCD","TotalUse","TotPotaUse","ResPotaUse","ComPotaUse","InsPotaUse","IndPotaUse","TotSecoUse","ResSecoUse","ComSecoUse","InsSecoUse","IndSecoUse","TotalSup","WellsSup","SpringsSup","SurfaceSup","SHAPE_Length","SHAPE_Area","year","Population","TotGPCDBin","Row","NameUse","Blank"
"134",110,"Alta Town Water System","C",825,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1348","Utah","Salt Lake","Jordan River","3/1/2007","Little Cottonwood Creek",187,187,17,110,0,61,0,0,0,0,0,80.4,80.4,7.2,47,0,26.2,0,0,0,0,0,238.2,238.2,0,0,19407.94914,11625131.33,2018,383.831520035162,"1",134,"",""
"135",89,"Austin SSD","C",1026,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1225","Utah","Sevier","Sevier River","5/4/2002","Richfield",188,188,165,14,0,9,0,0,0,0,0,25.3,25.3,22.2,1.9,0,1.2,0,0,0,0,0,116.4,43.7,72.6,0,15039.20292,721448.8609,2018,120.140342465753,"1",135,"",""
"136",151,"Thatcher-Penrose Service District","C",58,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1202","Utah","Box Elder","Bear River","1/1/2006","Tremonton",188,188,183,5,0,0,0,0,0,0,0,162.3,162.3,158,4.2,0,0,0,0,0,0,0,336.5,336.5,0,0,48132.94778,7817626.815,2018,770.702671232877,"1",136,"",""
"137",181,"Helper City","C",185,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1309","Utah","Carbon","West Colorado River","8/1/2003","Price River",188,119,82,21,15,1,70,0,0,0,0,476.7,300.7,206.7,52.8,38.4,2.8,176,0,0,0,0,1871,499,1372,0,14884.81483,4662309.192,2018,2263.67198630137,"1",137,"",""
"138",277,"Henefer Town Water System","C",1074,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1214","Utah","Summit","Weber River","2/1/2004","Echo",188,164,162,0,1,0,25,0,0,0,0,202.7,176.2,174.7,0.3,1.3,0,26.5,0,0,0,0,220,0,220,0,8577.317164,2379558.485,2018,962.547328767123,"1",138,"",""
"139",19,"Angell Springs SSD","C",1579,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10875","Utah","Washington","Kanab Creek/Virgin River","10/1/2005","St. George",189,113,113,0,0,0,76,0,0,0,0,48.6,29.1,29.1,0,0,0,19.5,0,0,0,0,129.4,90.8,38.6,0,6493.676275,1137650.595,2018,229.562348336595,"1",139,"",""
"140",169,"Wales Town Water System","C",978,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1167","Utah","Sanpete","Sevier River","5/1/2000","Gunnison",189,122,114,7,1,0,68,0,0,0,0,70,45,42.2,2.6,0.3,0,25,0,0,0,0,130.4,0,130.4,0,4147.431202,1022708.13,2018,330.645357686454,"1",140,"Wales Town Water System",""
"141",456,"Salt Lake City Water System","C",806,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1139","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",191,191,109,46,27,9,0,0,0,0,0,77867,77867,44272,18792,11176,3627,0,0,0,0,0,43602,15700,2200,25702,213542.4861,371041065.6,2018,363953.809323675,"Highlight",141,"",""
"142",46,"Rainbow Ranchos","C",543,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1281","Utah","Iron","Cedar/Beaver","6/2/2002","Cedar",193,193,193,0,0,0,0,0,0,0,0,49,49,49,0,0,0,0,0,0,0,0,149.7,149.7,0,0,3107.750573,481175.5124,2018,226.654822911491,"2",142,"",""
"143",233,"Alpine Cove Water SSD","C",1400,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1448","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",193,193,193,0,0,0,0,0,0,0,0,85.4,85.4,85.4,0,0,0,0,0,0,0,0,114.6,114.6,0,0,2630.068947,345998.78,2018,395.026977074313,"2",143,"",""
"144",318,"Mountain Meadow ID","C",772,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11470","Utah","Rich","Bear River","1/3/2002","Randolph",193,193,189,0,3,0,0,0,0,0,0,12.9,12.9,12.7,0,0.2,0,0,0,0,0,0,0,0,0,0,1860.98759,208174.775,2018,59.6703513379232,"2",144,"",""
"145",468,"Hidden Creek Water Co.","C",1418,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11283","Utah","Utah","Utah Lake","4/1/2005","Hobble Creek",193,193,193,0,0,0,0,0,0,0,0,23.5,23.5,23.5,0,0,0,0,0,0,0,0,484.2,484.2,0,0,7446.092664,1446761.28,2018,108.701802824899,"2",145,"",""
"146",9,"Santa Clara City","C",1536,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1207","Utah","Washington","Kanab Creek/Virgin River","10/1/2005","St. George",194,174,155,5,15,0,20,0,0,0,0,1858,1668.2,1480.1,47.4,139.8,1,189.8,0,0,0,0,2142.7,2045.9,96.9,0,21224.09924,15752975.58,2018,8550.07990396837,"2",146,"",""
"147",155,"Willow Creek Water Co.","C",82,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11297","Utah","Cache","Bear River","1/1/2004","Cache Valley",194,194,191,3,0,0,0,0,0,0,0,39.1,39.1,38.5,0.6,0,0,0,0,0,0,0,54.1,54.1,0,0,3387.191186,601919.725,2018,179.929022736902,"2",147,"",""
"148",176,"East Carbon City","C",192,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1015","Utah","Carbon","West Colorado River","8/1/2003","Price River",194,194,24,1,13,156,0,0,0,0,0,371.4,371.4,45.3,2.6,25.6,298,0,0,0,0,0,2744,0,0,2744,40529.87087,25384034.66,2018,1709.0956277362,"2",148,"",""
"149",246,"West Jordan City Water System","C",801,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1177","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",194,180,120,17,34,8,14,0,0,0,0,22276.1,20695.8,13810.1,1960.5,3953.9,971.3,1580.4,0,0,0,0,3000,3000,0,0,47753.29867,79370391.37,2018,102509.383718401,"Highlight",149,"",""
"150",127,"Gunnision City","C",972,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1115","Utah","Sanpete","Sevier River","5/1/2000","Gunnison",195,145,36,7,87,14,51,0,0,0,0,780.4,578.4,143.9,28.3,349.7,56.6,202,0,0,0,0,1164.6,801.4,363.2,0,33853.81532,69580833.59,2018,3572.80112961012,"2",150,"Gunnision City",""
"151",138,"Hinckley Town Water System","C",659,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1106","Utah","Millard","Sevier River","5/2/2004","Delta",195,188,169,1,18,0,7,0,0,0,0,163.9,158.1,141.7,1,15.2,0.2,5.9,0,0,0,0,573.3,573.3,0,0,21850.1173,13248393.79,2018,750.361487881981,"2",151,"",""
"152",264,"Hoytsville Pipe Water Co.","C",1075,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1126","Utah","Summit","Weber River","2/1/2002","Kamas Valley",195,195,182,0,1,12,0,0,0,0,0,96.2,96.2,89.9,0,0.3,6.1,0,0,0,0,0,279,198.3,80.7,0,9281.854132,1908512.459,2018,440.419616438356,"2",152,"",""
"153",191,"Spanish Fork City","C",1294,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1257","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",198,67,46,9,6,5,131,0,0,0,0,9440.7,3173.3,2211.1,423.1,287.1,252,6267.5,0,0,0,0,10114.5,331.9,9782.6,0,99771.78664,44796881.26,2018,42566.2312951432,"2",153,"",""
"154",434,"Mountain Valley Water Co.","C",2516,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10017","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",198,198,97,0,101,0,0,0,0,0,0,15.5,15.5,7.6,0,7.9,0,0,0,0,0,0,14,14,0,0,1399.880086,108849.9576,2018,69.886405147364,"2",154,"",""
"155",457,"Wilson Arch Resort Comm","C",2625,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10908","Utah","San Juan","Southeast Colorado River","9/1/2005","Cane Spring",198,198,198,0,0,0,0,0,0,0,0,2.2,2.2,2.2,0,0,0,0,0,0,0,0,55,55,0,0,3843.279175,697875.005,2018,9.91936073059361,"2",155,"",""
"156",96,"Sigurd Town Water System","C",1038,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1056","Utah","Sevier","Sevier River","5/3/2000","Sevier Bridge",201,201,145,1,27,29,0,0,0,0,0,97,97,69.7,0.4,13,14,0,0,0,0,0,464.9,201.8,263.1,0,22158.90303,3110142.728,2018,430.82596606011,"2",156,"",""
"157",140,"Heber City Water System","C",1444,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1197","Utah","Wasatch","Utah Lake","4/1/2007","Provo River Reservoirs",201,122,89,27,5,0,79,0,0,0,0,3528.4,2136.8,1570.9,470.3,95.5,0.1,1391.6,0,0,0,0,3348.1,2541,807.1,0,31487.76768,14272620.8,2018,15671.4055530566,"Highlight",157,"",""
"158",63,"Mid Valley Estates","C",515,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1242","Utah","Iron","Cedar/Beaver","6/2/2002","Cedar",202,202,202,0,0,0,0,0,0,0,0,169.9,169.9,169.9,0,0,0,0,0,0,0,0,121.1,121.1,0,0,4242.393627,811340.2779,2018,750.87596500746,"2",158,"",""
"159",67,"Parowan City Water System","C",510,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1287","Utah","Iron","Cedar/Beaver","6/2/2001","Parowan",202,163,128,16,19,0,38,0,0,0,0,741.7,600.5,470.1,60.1,70.4,0,141.2,0,0,0,0,1016.7,887.8,129,0,29247.06463,12586680.39,2018,3277.95587549166,"2",159,"",""
"160",296,"Washington Terrace City Water System","C",1656,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1299","Utah","Weber","Weber River","2/1/2009","East Shore",202,59,45,7,6,0,143,0,0,0,0,2105.8,610.6,474.4,77.3,59,0,1495.2,0,0,0,0,0,0,0,0,13391.03329,5162629.5,2018,9306.61922962159,"2",160,"Washington Terrace City Water System",""
"161",315,"Woodruff Town Water System","C",762,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1333","Utah","Rich","Bear River","1/3/2002","Randolph",204,204,189,2,13,0,0,0,0,0,0,45.6,45.6,42.2,0.5,2.9,0,0,0,0,0,0,174.4,174.4,0,0,6197.54879,1141240.3,2018,199.554198227236,"2",161,"",""
"162",421,"Deseret Feedlot","C",1333,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11338","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",204,204,171,33,0,0,0,0,0,0,0,11,11,9.2,1.8,0,0,0,0,0,0,0,0,0,0,0,10351.09874,2204249.387,2018,48.1380741337631,"2",162,"",""
"163",82,"Koosharem","C",1033,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1251","Utah","Sevier","Sevier River","5/5/2002","Otter Creek",206,206,149,15,42,0,0,0,0,0,0,85.4,85.4,61.9,6.2,17.3,0,0,0,0,0,0,234.1,121.1,113,0,9572.285314,3441661.615,2018,370.098090171565,"2",163,"",""
"164",286,"Layton City Water System","C",277,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1092","Utah","Davis","Weber River","2/1/2009","East Shore",206,144,108,32,4,0,61,0,0,0,0,18877.1,13248.1,9902.9,2944,401.2,0,5629,0,0,0,0,7557,7557,0,0,62806.79084,58709371.14,2018,81807.7126226892,"2",164,"",""
"165",390,"Lizard Bench Water Assoc.","C",2422,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11124","Utah","Sevier","Sevier River","5/4/2002","Richfield",206,206,206,0,0,0,0,0,0,0,0,11.6,11.6,11.6,0,0,0,0,0,0,0,0,15.8,15.8,0,0,3965.821896,528092.16,2018,50.270934964756,"2",165,"",""
"166",360,"Stockton Town Water System","C",1196,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1049","Utah","Tooele","West Desert","00-05-01","Rush Valley",207,207,188,11,8,0,0,0,0,0,0,164.6,164.6,149.2,9.1,6.3,0,0,0,0,0,0,1129.9,484.2,645.7,0,17658.92348,6129073.96,2018,709.881207067699,"2",166,"",""
"167",386,"Ogden City Water System","C",1646,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1018","Utah","Weber","Weber River","2/1/2009","East Shore",207,146,76,48,8,15,61,0,0,0,0,20223.2,14247.6,7396.6,4647.2,754.9,1448.8,5975.6,0,0,0,0,16714,9157.9,0,7556.2,57244.43932,68283032.6,2018,87217.9199682351,"Highlight",167,"",""
"168",24,"Diamond Valley Acres","C",1570,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1421","Utah","Washington","Kanab Creek/Virgin River","10/1/2005","St. George",208,208,182,0,25,0,0,0,0,0,0,293.4,293.4,257.5,0,35.8,0,0,0,0,0,0,581.1,581.1,0,0,14675.9345,4988359.986,2018,1259.28192044257,"2",168,"",""
"169",232,"Vernal City Water System","C",1262,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1040","Utah","Uintah","Uintah","7/2/2003","Vernal",208,208,125,41,43,0,0,0,0,0,0,2217.5,2217.5,1325.3,432.7,459.5,0,0,0,0,0,0,6725.5,0,0,6725.5,34645.79784,11998650.87,2018,9517.57893177028,"2",169,"",""
"170",374,"Roy City Water System","C",1651,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1065","Utah","Weber","Weber River","2/1/2009","East Shore",211,67,56,9,1,0,144,0,0,0,0,9336.7,2954.9,2495.4,409.1,50.4,0,6381.8,0,0,0,0,1804,1804,0,0,35524.69515,20078350.63,2018,39503.6425592417,"2",170,"Roy City Water System",""
"171",466,"Orem City Water System","C",1311,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1280","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",213,213,150,25,35,3,0,0,0,0,0,23305.6,23305.6,16444.2,2689.9,3852.8,318.8,0,0,0,0,0,18368.6,14914.4,3454.2,0,44971.80761,47303458.18,2018,97680.2761026433,"Highlight",171,"",""
"172",220,"Pleasant Grove City","C",1313,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1298","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",215,68,39,28,1,0,148,0,0,0,0,9180.4,2882.4,1643.3,1191.9,47.2,0,6298,0,0,0,0,12097.4,10569.2,1528.2,0,34363.29144,23546289.51,2018,38119.6880586174,"2",172,"",""
"173",363,"Wendover City Water System","C",1194,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1006","Utah","Tooele","West Desert","00-02-01","North GSL Desert",215,215,55,79,42,40,0,0,0,0,0,356.1,356.1,90.4,130.4,69.6,65.7,0,0,0,0,0,4184.4,0,4184.4,0,18898.36713,16299031.15,2018,1478.63066071997,"Highlight",173,"",""
"174",407,"Central Iron County WCD (Chekshani Cliffs HOA)","C",2493,"http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11403","Utah","Iron","Kanab Creek/Virgin River","10/1/2003","Laverkin",215,215,209,0,1,6,0,0,0,0,0,22.9,22.9,22.2,0,0.1,0.6,0,0,0,0,0,67,67,0,0,3594.99616,639430.43,2018,95.0874533290857,"2",174,"",""
"175",38,"Harmony Farms Water Users","C",1584,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1452","Utah","Washington","Kanab Creek/Virgin River","10/1/2003","Laverkin",216,216,209,6,0,0,0,0,0,0,0,101.4,101.4,98.4,2.9,0.1,0,0,0,0,0,0,144.4,144.4,0,0,11649.9138,2536791.645,2018,419.09299086758,"2",175,"",""
"176",411,"Oquirrh Mountain Water Co.","C",1247,"http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10904","Utah","Tooele","West Desert","00-05-02","Tooele Valley",218,218,127,77,0,14,0,0,0,0,0,199.4,199.4,116.2,70.5,0.3,12.4,0,0,0,0,0,1443.8,1443.8,0,0,14755.50226,6485210.364,2018,816.5726957396,"2",176,"",""
"177",112,"Sandy City Water System","C",808,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1084","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",219,219,168,22,29,0,0,0,0,0,0,23009.5,23009.5,17603.8,2358.7,3047,0,0,0,0,0,0,14400,14400,0,0,74277.05747,63741654.86,2018,93797.0674235316,"2",177,"",""
"178",52,"Meadows Ranches","C",540,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1428","Utah","Iron","Cedar/Beaver","6/2/2002","Cedar",222,222,222,0,0,0,0,0,0,0,0,104.3,104.3,104.3,0,0,0,0,0,0,0,0,236,236,0,0,15301.15722,8296760.906,2018,419.428104405776,"2",178,"",""
"179",218,"Canyon Meadows Mutual Water Co.","C",1496,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11276","Utah","Wasatch","Utah Lake","4/1/2010","Utah Valley",223,223,222,0,1,0,0,0,0,0,0,22.5,22.5,22.4,0,0.1,0,0,0,0,0,0,160,0,0,160,2509.490053,453654.1393,2018,90.0749124639106,"2",179,"",""
"180",247,"Kamas City Water System","C",1076,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1101","Utah","Summit","Weber River","2/1/2002","Kamas Valley",223,213,161,19,33,0,10,0,0,0,0,540.2,515.8,389.3,46.1,80.5,0,24.3,0,0,0,0,800,167.2,632.9,0,20426.85609,9499872.83,2018,2162.59856502242,"Highlight",180,"Kamas City Water System",""
"181",59,"Cedar City Waterworks","C",505,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1231","Utah","Iron","Cedar/Beaver","6/2/2002","Cedar",224,202,138,42,19,4,22,0,0,0,0,7773.2,7013,4779.2,1458,647.3,128.5,760.2,0,0,0,0,11387.6,9725,1662.5,0,59591.28386,43926909.98,2018,30979.7577446184,"2",181,"",""
"182",119,"Redmond Town Water System","C",1035,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1283","Utah","Sevier","Sevier River","5/3/2000","Sevier Bridge",224,185,163,14,7,0,39,0,0,0,0,207.2,171.1,151,13.2,6.8,0,36.1,0,0,0,0,542.6,542.6,0,0,16225.20054,2748561.684,2018,825.786780821918,"2",182,"",""
"183",292,"Mountain Green Water Assoc.","C",723,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1201","Utah","Morgan","Weber River","2/1/2007","Morgan",224,224,224,0,0,0,0,0,0,0,0,13.6,13.6,13.6,0,0,0,0,0,0,0,0,20,20,0,0,11707.74932,4464709.664,2018,54.2022211350293,"2",183,"",""
"184",396,"Draper City Water System","C",884,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1223","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",224,224,122,79,23,0,0,0,0,0,0,3973.4,3973.4,2166,1402.3,405.1,0,0,0,0,0,0,0,0,0,0,47250.30902,25375874.94,2018,15835.8165777887,"2",184,"",""
"185",190,"Mapleton City","C",1309,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1220","Utah","Utah","Utah Lake","4/1/2010","Utah Valley",225,167,147,7,12,0,58,0,0,0,0,2648.5,1968.5,1738,86.9,142.3,1.2,680,0,0,0,0,6237.5,4055.5,2182,0,32311.93243,30688895.6,2018,10508.5707579909,"2",185,"",""
"186",62,"Enoch City Water System","C",506,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1007","Utah","Iron","Cedar/Beaver","6/2/2002","Cedar",226,209,178,1,30,0,18,0,0,0,0,1685.7,1553.6,1326.4,7.3,219.9,0,132.1,0,0,0,0,2413.1,2413.1,0,0,20647.11325,8596035.475,2018,6658.83174566614,"2",186,"",""
"187",268,"Woods Cross City Water System","C",280,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1364","Utah","Davis","Weber River","2/1/2009","East Shore",226,84,50,25,4,5,143,0,0,0,0,2889.5,1069.6,635.9,317.6,57.1,59,1820,0,0,0,0,1529,1529,0,0,17429.68267,9319982.77,2018,11414.0679415687,"2",187,"",""
"188",361,"BCI-LP Holdings, L.C.","C",1218,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11472","Utah","Tooele","West Desert","00-05-02","Tooele Valley",226,226,226,0,0,0,0,0,0,0,0,7.6,7.6,7.6,0,0,0,0,0,0,0,0,15.8,0,0,15.8,783.0619701,27033.86505,2018,30.0214280518851,"2",188,"",""
"189",68,"Monticello City","C",914,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1295","Utah","San Juan","Southeast Colorado River","9/3/2004","Monticello",227,72,43,18,10,2,155,0,0,0,0,567,180.3,106.5,44.3,25.4,4.2,386.7,0,0,0,0,1520,0,0,1520,67876.52365,134459834,2018,2229.88977128719,"2",189,"",""
"190",146,"White City WID","C",800,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1210","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",228,228,192,13,24,0,0,0,0,0,0,2975,2975,2498.1,169.7,307.1,0,0,0,0,0,0,4051.5,4051.5,0,0,15015.82414,6097398.172,2018,11648.72296323,"2",190,"White City WID",""
"191",177,"Price Municipal Corp.","C",187,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1335","Utah","Carbon","West Colorado River","8/1/2003","Price River",228,222,135,24,61,2,7,0,0,0,0,2141.5,2079.9,1264,225.6,576,14.3,61.6,0,0,0,0,4527.9,0,2897.9,1630,38962.07697,17499608.07,2018,8385.12276496035,"Highlight",191,"",""
"192",37,"Harmony Heights Water Co.","C",1586,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11333","Utah","Washington","Kanab Creek/Virgin River","10/1/2003","Laverkin",229,150,150,0,0,0,79,0,0,0,0,43.7,28.6,28.6,0,0,0,15.1,0,0,0,0,84.5,84.5,0,0,7722.698945,2167789.567,2018,170.361771849016,"2",192,"",""
"193",250,"Murray City Water System","C",804,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1009","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",229,212,136,51,24,1,17,0,0,0,0,9609.9,8899.9,5722.5,2134.5,1020.4,22.6,710,0,0,0,0,13958,12823,1135,0,28045.71399,24722312.96,2018,37463.6062080517,"2",193,"",""
"194",253,"Peoa Pipeline Co.","C",1082,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1156","Utah","Summit","Weber River","2/1/2002","Kamas Valley",230,230,220,0,0,11,0,0,0,0,0,54.2,54.2,51.7,0,0,2.6,0,0,0,0,0,353,0,353,0,7425.800008,3149218.08,2018,210.376702799285,"2",194,"",""
"195",325,"Deweyville Town","C",40,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1109","Utah","Box Elder","Bear River","1/1/2006","Tremonton",231,214,214,0,0,0,17,0,0,0,0,116.4,107.9,107.9,0,0,0,8.5,0,0,0,0,652.9,289.7,363.2,0,28277.89649,16305239.59,2018,449.849450275752,"2",195,"",""
"196",216,"Ballard WID","C",1256,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1124","Utah","Uintah","Uintah","7/3/2013","Roosevelt Duchesne",233,211,153,31,8,19,22,0,0,0,0,295,266.8,193.2,39.1,10.5,24,28.2,0,0,0,0,0,0,0,0,34066.07965,49128198.69,2018,1130.29625492386,"2",196,"",""
"197",450,"Waypoint Academy","C",2622,"https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Mgtview&SYSTEM_ID=11475","Utah","Weber","Weber River","2/1/2008","Ogden Valley",233,75,14,21,41,0,157,0,0,0,0,10.4,3.4,0.6,0.9,1.8,0,7,0,0,0,0,16,16,0,0,941.3346261,30409.35125,2018,39.8477323769769,"2",197,"",""
"198",359,"Erda Acres Water Co.","C",1227,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1423","Utah","Tooele","West Desert","00-05-02","Tooele Valley",237,237,234,0,3,0,0,0,0,0,0,255.3,255.3,251.6,0,3.7,0,0,0,0,0,0,500.2,500.2,0,0,2890.269273,421036.08,2018,961.675744754638,"2",198,"",""
"199",13,"Ivins","C",1529,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1296","Utah","Washington","Kanab Creek/Virgin River","10/1/2005","St. George",238,223,171,22,30,1,14,0,0,0,0,2101.1,1975.8,1509.3,195.5,261.8,9.2,125.3,0,0,0,0,393,393,0,0,26144.46132,16145204.54,2018,7881.26552434673,"2",199,"",""
"200",147,"South Jordan City","C",803,"http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1240","Utah","Salt Lake","Jordan River","3/1/2001","Salt Lake Valley",238,171,125,30,15,0,67,0,0,0,0,20362.8,14605.8,10740.7,2556,1309,0,5757,0,0,0,0,0,0,0,0,40660.07514,57605677.31,2018,76381.2448808565,"Highlight",200,"South Jordan City",""
