FID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotaGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotalSup,WellsSup,SpringsSup,SurfaceSup,SHAPE_Length,SHAPE_Area
1,Irontown,C,564,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11358,Utah,Iron,Cedar/Beaver,06-03-01,Escalante Desert,93,93,93,0,0,0,0,0,0,0,0,4.17,4.17,4.17,0,0,0,0,0,0,0,0,115.75,115.75,0,0,4538.50352952399,1241166.71290694
2,Mountain View SSD,C,533,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11169,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,424,424,424,0,0,0,0,0,0,0,0,66.44,66.44,66.44,0,0,0,0,0,0,0,0,96.85,96.85,0,0,3563.86713982579,748332.726916597
3,Brooklyn Tapline Co. Inc.,C,1027,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1352,Utah,Sevier,Sevier River,05-04-02,Richfield,598,598,313,285,0,0,0,0,0,0,0,97.11,97.11,50.82,46.29,0,0,0,0,0,0,0,0,0,0,0,7116.4383656486,256905.046485175
4,Sunset Park Water Co.,C,88,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11292,Utah,Box Elder,Bear River,01-01-06,Tremonton,143,143,134,0,0,9,0,0,0,0,0,7.2,7.2,6.75,0,0,0.45,0,0,0,0,0,34.77,34.77,0,0,3282.12509149204,598327.663356926
5,"Fredonia, AZ",C,2152,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1433,Arizona,Coconino,Kanab Creek/Virgin River,10-02-02,Kanab Creek,383,383,316,15,48,3,0,0,0,0,0,572.24,572.24,472.94,22.03,72.19,5.09,0,0,0,0,0,641.61,278.43,363.18,0,27026.3700842124,28148850.6550739
6,Hildale - Colorado City,C,1527,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1443,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,79,79,63,12,2,1,0,0,0,0,0,291.56,291.56,233.43,44.97,8.51,4.65,0,0,0,0,0,927.73,883.73,44,0,59442.1811777457,70550024.2578004
7,Kane County WCD - Johnson Canyon,C,631,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10869,Utah,Kane,Kanab Creek/Virgin River,10-02-01,Johnson Wash,128,128,128,0,0,0,0,0,0,0,0,89.1,89.1,89.1,0,0,0,0,0,0,0,0,847.41,847.41,0,0,70445.1467495441,34146634.7764144
8,Glen Canyon SSD #1 (Big Water),C,606,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1199,Utah,Kane,Southeast Colorado River,09-04-00,Wahweep Creek,172,172,93,7,18,54,0,0,0,0,0,93.51,93.51,50.41,3.89,10.01,29.2,0,0,0,0,0,686,686,0,0,24255.2115992592,24519114.2613565
9,Kanab City,C,608,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1176,Utah,Kane,Kanab Creek/Virgin River,10-02-02,Kanab Creek,303,247,156,37,54,0,56,56,0,0,0,1566,1276.55,806.21,193.25,276.41,0.68,289.45,289.45,0,0,0,3095.06,2982.07,112.99,0,53424.2820518746,64642670.8918932
10,Church Wells SSD,C,605,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1920,Utah,Kane,Southeast Colorado River,09-04-00,Wahweep Creek,323,323,267,56,0,0,0,0,0,0,0,36.18,36.18,29.87,6.31,0,0,0,0,0,0,0,221.94,221.94,0,0,8207.4750439356,4187009.11490657
11,Big Plains - Apple Valley,C,1574,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11014,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,147,147,143,0,4,0,0,0,0,0,0,78.54,78.54,76.43,0,2.11,0,0,0,0,0,0,544.76,544.76,0,0,7327.60105616093,2508943.56706981
12,Mexican Hat SSD (San Juan SSD #1),C,2065,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1123,Utah,San Juan,Southeast Colorado River,09-03-01,San Juan River,213,213,10,203,0,0,0,0,0,0,0,9.54,9.54,0.43,9.11,0,0,0,0,0,0,0,40.35,40.35,0,0,5012.52409024549,1001999.2535291
13,Santa Clara City,C,1536,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1207,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,242,209,185,5,18,0,33,4,0,29,0,1958.12,1689.57,1498.3,44.27,145.57,1.44,268.55,30.25,0,238.3,0,2142.74,2045.89,96.85,0,26995.3861961599,24661713.1951132
14,Rockville Pipeline Co.,C,1534,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1074,Utah,Washington,Kanab Creek/Virgin River,10-01-02,North Fork Virgin,456,146,145,0,1,0,310,303,0,7,0,125.17,40.08,39.84,0,0.23,0,85.09,83.22,0,1.87,0,113.36,82.69,30.67,0,43706.2420682331,34569417.9156428
15,Springdale Town Water System,C,1537,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1342,Utah,Washington,Kanab Creek/Virgin River,10-01-02,North Fork Virgin,1568,398,66,306,26,0,1170,940,0,230,0,1001.15,254.34,42.13,195.31,16.9,0,746.81,600,0,146.81,0,590.73,0,92.73,498,23966.3689740086,18780672.7274779
16,Washington City,C,1541,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1254,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,288,216,181,28,7,0,72,4,0,68,0,8302.07,6216.41,5221.14,799.26,193.38,2.63,2085.66,110.95,0,1974.71,0,1525.36,1525.36,0,0,90313.3851674384,132317891.725173
17,Ivins,C,1529,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1296,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,207,196,160,22,13,0,12,12,0,0,0,1947.9,1839.56,1505.75,206.5,123.31,4,108.34,108.34,0,0,0,393,393,0,0,32837.5186220588,25457091.3958656
18,Virgin,C,1540,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1171,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,265,160,105,29,27,0,105,86,0,19,0,211.11,127.56,83.6,22.76,21.2,0,83.55,68.42,0,15.13,0,0.01,0,0,0.01,51300.9312017171,66509596.635252
19,Kayenta Water Users Inc.,C,1565,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1407,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,128,128,121,7,0,0,0,0,0,0,0,101.66,101.66,96.46,5.2,0,0,0,0,0,0,0,0,0,0,0,20550.9418517069,13249177.3200937
20,Hurricane City,C,1528,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1169,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,331,202,154,16,24,7,129,45,54,30,0,6623.72,4042.34,3087.16,323.04,484.66,147.49,2581.38,906.58,1082.18,592.62,0,4481.69,2205.69,2276,0,129427.062375685,202128977.917682
21,St. George City Water System,C,1535,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1133,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,320,253,190,40,19,5,67,1,0,66,0,30589.74,24205,18160,3811,1796,438,6384.74,111.89,3.81,6269.03,0,11089.5,8618.5,2471,0,140857.53430608,315087883.086382
22,Winchester Hills Water Co.,C,1561,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1447,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,298,298,283,0,15,0,0,0,0,0,0,300.19,300.19,285.12,0.12,14.94,0,0,0,0,0,0,274.21,274.21,0,0,9502.1126967499,3699043.0899933
23,Angell Springs SSD,C,1579,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10875,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,109,109,109,0,0,0,0,0,0,0,0,28,28,28,0,0,0,0,0,0,0,0,129.4,90.8,38.6,0,8163.25998972968,1797530.00036747
24,Zion Canyon Water System,C,1562,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1047,Utah,Washington,Kanab Creek/Virgin River,10-01-02,North Fork Virgin,108,51,9,29,13,0,57,0,0,57,0,182.3,182.3,30.87,104.67,46.77,0,0,0,0,0,0,507.64,0,507.64,0,23884.1989145761,4801418.95942833
25,Leeds Domestic Water Users Assoc.,C,1531,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1000,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,323,224,200,17,6,1,99,99,0,0,0,289.48,200.93,179.56,15.41,5.04,0.92,88.55,88.55,0,0,0,481.12,338.96,142.16,0,56119.3125299783,25750461.8109759
26,La Verkin City Water System,C,1530,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1028,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,424,97,82,5,10,1,327,327,0,0,0,2313.86,531.14,449.93,26.02,51.91,3.28,1782.72,1782.72,0,0,0,714.3,0,714.3,0,42770.0354689602,55859953.123466
27,Bluff Water Works Service District,C,912,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1308,Utah,San Juan,Southeast Colorado River,09-03-01,San Juan River,351,263,263,0,0,0,88,88,0,0,0,106.11,79.42,79.42,0,0,0,26.69,26.69,0,0,0,164.64,164.64,0,0,7942.63698868553,2121105.77496678
28,Diamond Valley Acres,C,1570,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1421,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,202,202,178,0,24,0,0,0,0,0,0,292.26,292.26,257.57,0,34.69,0,0,0,0,0,0,581.08,581.08,0,0,18452.2662198377,7884728.73545657
29,Orderville Town Water System,C,610,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1025,Utah,Kane,Kanab Creek/Virgin River,10-01-01,Long Valley,578,236,110,65,59,1,342,255,0,86,0,401.22,164.02,76.56,45.43,41.18,0.84,237.2,177.4,0,59.8,0,465.08,443.88,21.2,0,41459.2265739881,35698271.1167643
30,Toquerville Town Water System,C,1538,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1127,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,493,112,102,0,10,0,382,309,0,73,0,883.9,200.14,182.81,0,17.33,0,683.76,553.4,0,130.36,0,363.18,0,363.18,0,47413.3271839298,70664529.0930398
31,Gunlock SSD,C,1526,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1312,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,813,755,723,0,32,0,57,57,0,0,0,92.85,86.3,82.65,0,3.65,0,6.55,6.55,0,0,0,103.88,72.64,31.24,0,20312.6401737005,11051360.2497783
32,Dammeron Valley Water Works LLC,C,1547,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1445,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,263,263,262,0,1,0,0,0,0,0,0,277.42,277.42,275.86,0,1.57,0,0,0,0,0,0,363.76,363.76,0,0,15060.8589189491,7119576.16399303
33,Glendale Town Water System,C,607,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1073,Utah,Kane,Kanab Creek/Virgin River,10-01-01,Long Valley,680,369,357,7,4,1,310,310,0,0,0,284.01,154.36,149.36,2.8,1.76,0.44,129.65,129.65,0,0,0,134.43,108.6,25.83,0,43520.4503955465,28723943.6447171
34,Veyo Culinary Water Association,C,1539,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1206,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,737,507,481,10,6,9,230,230,0,0,0,586.05,403.26,382.74,8.34,5.08,7.11,182.78,182.78,0,0,0,275.96,78.4,197.56,0,27045.5127301045,15038752.4014641
35,Pine Valley Mt. Farms,C,1566,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1425,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,475,475,473,0,2,0,0,0,0,0,0,85.17,85.17,84.86,0,0.31,0,0,0,0,0,0,185.23,185.23,0,0,6377.51248498935,1913091.26176835
36,Pine Valley Irrigation Co.,C,1542,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1219,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,1065,837,780,15,43,0,228,228,0,0,0,250.56,196.89,183.38,3.45,10.06,0,53.67,53.67,0,0,0,843.38,28.25,815.13,0,21446.3263527266,8812863.88068704
37,Central Culinary Water Co.,C,1523,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11277,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,387,243,243,0,0,0,144,144,0,0,0,52.01,32.62,32.62,0,0,0,19.39,19.39,0,0,0,35.51,25.83,9.68,0,6872.28574849777,813641.742108947
38,Alton Town Water System,C,604,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1307,Utah,Kane,Kanab Creek/Virgin River,10-02-02,Kanab Creek,352,109,106,0,3,0,243,213,0,30,0,51.19,15.85,15.4,0,0.45,0,35.34,30.95,0,4.39,0,24.21,0,24.21,0,21713.473951341,9554227.23207856
39,Dixie Deer SSD,C,1524,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1262,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,153,153,149,0,4,0,0,0,0,0,0,78.06,78.06,76.12,0,1.94,0,0,0,0,0,0,219.3,219.3,0,0,14268.0451630464,4508110.0026375
40,Glen Canyon N.R.A. - Halls Crossing Marina,C,2265,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1323,Utah,San Juan,West Colorado River,09-03-02,Lake Powell,127,127,64,0,63,0,0,0,0,0,0,19.89,19.89,9.96,0,9.93,0,0,0,0,0,0,211.54,211.54,0,0,18139.8070406471,18555171.7370066
41,Mountain Springs Water Co.,C,1582,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11153,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,301,301,301,0,0,0,0,0,0,0,0,214.9,214.9,214.9,0,0,0,0,0,0,0,0,390,390,0,0,10669.1589773832,5068092.08255284
42,Harmony Heights Water Co.,C,1586,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11333,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,750,192,192,0,0,0,558,558,0,0,0,105.01,26.94,26.94,0,0,0,78.07,78.07,0,0,0,84.5,84.5,0,0,9741.44574568298,3445936.85792565
43,Harmony Farms Water Users,C,1584,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1452,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,214,214,205,9,0,0,0,0,0,0,0,89.04,89.04,85.34,3.64,0.06,0,0,0,0,0,0,144.4,144.4,0,0,14684.6638730446,4034079.96669757
44,New Harmony Water System,C,1532,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1085,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,863,318,298,0,21,0,544,544,0,0,0,202.92,74.92,70.01,0,4.91,0,128,128,0,0,0,834.95,807.06,27.89,0,10592.8753668819,2489543.15119462
45,Glen Canyon N.R.A. - Bullfrog Recreation Site,C,613,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1241,Utah,Kane,West Colorado River,09-03-02,Lake Powell,201,201,123,0,78,0,0,0,0,0,0,49.47,49.47,30.25,0,19.23,0,0,0,0,0,0,468.09,468.09,0,0,20008.3375522106,21792311.7093492
46,Kanarraville Town Water System,C,507,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1282,Utah,Iron,Kanab Creek/Virgin River,10-01-03,Laverkin,637,457,373,78,6,0,180,180,0,0,0,253.48,181.75,148.21,31,2.54,0,71.73,71.73,0,0,0,265.56,200.99,64.57,0,8933.67995845862,1888729.92258967
47,Henrieville Town Water System,C,393,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1062,Utah,Garfield,Southeast Colorado River,09-05-00,Paria River,417,87,86,0,0,0,330,330,0,0,0,112.96,23.48,23.43,0,0.05,0,89.48,89.48,0,0,0,74.25,58.11,16.14,0,11192.8663217473,5517825.51161467
48,Cannonville Town Water System,C,390,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1204,Utah,Garfield,Southeast Colorado River,09-05-00,Paria River,594,229,177,51,1,0,366,366,0,0,0,119.83,46.14,35.75,10.2,0.19,0,73.7,73.7,0,0,0,403.53,242.12,161.41,0,36425.7510833453,10661163.493848
49,Enterprise Town Water System,C,1525,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1031,Utah,Washington,Cedar/Beaver,06-03-01,Escalante Desert,371,371,326,5,40,0,0,0,0,0,0,860.22,860.22,756.91,10.51,92.8,0,0,0,0,0,0,982.17,717.45,264.72,0,43670.8002789612,38329728.5276578
50,Tropic Town Water System,C,395,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1160,Utah,Garfield,Southeast Colorado River,09-05-00,Paria River,817,214,121,81,12,0,604,495,0,109,0,503.59,131.66,74.27,50.02,7.37,0,371.93,304.66,0,67.27,0,599.77,0,599.77,0,30541.3381053034,32791204.3616695
51,Rainbow Ranchos,C,543,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1281,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,197,197,197,0,0,0,0,0,0,0,0,50.7,50.7,50.7,0,0,0,0,0,0,0,0,149.7,149.7,0,0,3751.36942607853,716880.307562667
52,Blanding City,C,911,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1075,Utah,San Juan,Southeast Colorado River,09-03-03,Blanding,327,148,111,16,22,0,179,111,0,68,0,1392.84,632.04,473.25,66.73,92.06,0,760.8,470.96,0,289.84,0,2735.96,201.76,0,2534.2,67064.0580173428,54346052.8518869
53,Cedar Highlands Subdivision,C,537,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1429,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,48,48,48,0,0,0,0,0,0,0,0,8.93,8.93,8.93,0,0,0,0,0,0,0,0,95.23,56.49,38.74,0,5497.93433716556,1786382.91316541
54,Spring Creek Water Users,C,547,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1454,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,199,199,199,0,0,0,0,0,0,0,0,49.1,49.1,49.1,0,0,0,0,0,0,0,0,111,111,0,0,5067.05761814773,1033042.86779463
55,Hatch Town Water System,C,392,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1237,Utah,Garfield,Sevier River,05-06-01,Navajo Lake,606,187,147,39,1,0,419,419,0,0,0,101.75,31.43,24.69,6.49,0.21,0.04,70.33,70.33,0,0,0,144.8,144.8,0,0,14502.512044221,7705183.41891215
56,Cross Hollow Hills Subdivision,C,550,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10914,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,146,146,146,0,0,0,0,0,0,0,0,50.85,50.85,50.85,0,0,0,0,0,0,0,0,111.37,111.37,0,0,10503.4904843899,6475983.35297552
57,Ticaboo Utility Improvement District,C,404,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1178,Utah,Garfield,West Colorado River,09-03-02,Lake Powell,638,638,151,408,20,59,0,0,0,0,0,28.57,28.57,6.77,18.27,0.89,2.64,0,0,0,0,0,158.99,158.99,0,0,6696.39248550116,2804190.25923614
58,Meadows Ranch,C,540,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1428,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,249,249,249,0,0,0,0,0,0,0,0,167.48,167.48,167.48,0,0,0,0,0,0,0,0,236,236,0,0,20501.8872573403,10926361.4154158
59,Newcastle Water Co.,C,513,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1325,Utah,Iron,Cedar/Beaver,06-03-01,Escalante Desert,742,535,272,163,69,32,208,208,0,0,0,191.26,137.79,69.97,41.87,17.8,8.15,53.47,53.47,0,0,0,158.7,158.7,0,0,10291.1252169567,1983442.3386153
60,Buena Vista Community,C,548,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1451,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,252,252,252,0,0,0,0,0,0,0,0,118.43,118.43,118.43,0,0,0,0,0,0,0,0,135,135,0,0,3263.59175496332,619217.504361589
61,Monte Vista Community Water Co.,C,532,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1012,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,300,300,300,0,0,0,0,0,0,0,0,50.33,50.33,50.33,0,0,0,0,0,0,0,0,83.17,83.17,0,0,3148.17445346476,548603.54742903
62,Brian Head Town Water System,C,504,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1137,Utah,Iron,Cedar/Beaver,06-02-01,Parowan,2684,2684,652,2032,0,0,0,0,0,0,0,255.55,255.55,62.05,193.5,0,0,0,0,0,0,0,927.17,791.58,135.59,0,24519.0093324302,12517673.0375255
63,Escalante Valley Housing,C,512,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11282,Utah,Iron,Cedar/Beaver,06-03-01,Escalante Desert,410,410,410,0,0,0,0,0,0,0,0,38.09,38.09,38.09,0,0,0,0,0,0,0,0,32.16,32.16,0,0,1445.23849122578,101871.615275314
64,Flying L Subdivision,C,553,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11356,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,281,281,281,0,0,0,0,0,0,0,0,53.52,53.52,53.52,0,0,0,0,0,0,0,0,60,60,0,0,4972.45762030793,792298.63391486
65,Cedar City Waterworks,C,505,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1231,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,220,200,136,39,22,3,20,10,0,10,0,7646.71,6952.29,4733.09,1345.14,752.62,121.44,694.42,340.83,0,353.59,0,11387.57,9725.03,1662.54,0,74990.7874094361,71003659.7888835
66,Escalante Town Water System,C,391,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1134,Utah,Garfield,West Colorado River,08-04-02,Escalante River,935,270,209,37,24,0,665,665,0,0,0,837.91,241.81,186.86,33.24,21.71,0,596.11,596.11,0,0,0,577.85,201.76,376.09,0,26236.0356420396,12906860.3725554
67,Old Meadows Water Co.,C,538,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10921,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,192,192,192,0,0,0,0,0,0,0,0,12.89,12.89,12.89,0,0,0,0,0,0,0,0,66.34,66.34,0,0,3080.12478257928,560216.855521193
68,Enoch City Water System,C,506,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1007,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,217,184,163,4,17,0,34,15,0,19,0,1582.54,1336.22,1187.45,25.9,122.86,0,246.32,111.19,0,135.13,0,2413.1,2413.1,0,0,26127.1755996683,13776434.4188627
69,Mid Valley Estates,C,515,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1242,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,186,186,186,0,0,0,0,0,0,0,0,152.28,152.28,152.28,0,0,0,0,0,0,0,0,121.06,121.06,0,0,5454.47029454445,1621414.56905795
70,Summit Culinary Water,C,511,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1250,Utah,Iron,Cedar/Beaver,06-02-01,Parowan,267,267,259,0,8,0,0,0,0,0,0,65.83,65.83,63.83,0,1.99,0,0,0,0,0,0,169.48,0,169.48,0,4808.05993808965,722079.689336025
71,Eastland SSD,C,923,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1198,Utah,San Juan,Southeast Colorado River,09-03-04,Monticello,166,166,162,3,1,0,0,0,0,0,0,11.14,11.14,10.88,0.23,0.04,0,0,0,0,0,0,32.28,32.28,0,0,4666.23939884948,931169.765459556
72,Panguitch City Water System,C,394,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1052,Utah,Garfield,Sevier River,05-06-02,Panguitch,653,303,183,54,64,3,349,0,0,0,0,1228.51,570.94,343.81,101.34,119.62,6.17,657.57,0,0,0,0,1654.46,201.76,1452.7,0,20721.839962416,11985881.5524432
73,Parowan City Water System,C,510,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1287,Utah,Iron,Cedar/Beaver,06-02-01,Parowan,319,121,92,24,3,2,198,198,0,0,0,1154.23,437.34,334.04,88.47,9.06,5.77,716.89,716.89,0,0,0,1016.72,887.76,128.96,0,37047.4821998185,20221369.3027825
