OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,TotPotaSup,PotaWelSup,PotaSprSup,PotaSurSup,Year,Region,SHAPE_Length,SHAPE_Area
378,Hi-Country Estates #1,C,897,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1419,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,265,265,265,0,0,0,0,89.1,89.1,89.1,0,0,0,0,81,81,0,0,2019,Salt Lake,11334.53685,3557948.411
379,Farmington City Water System,C,264,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1027,Utah,Davis,Weber River,2/1/2009,East Shore,227,59,48,7,4,0,168,6103.9,1586.8,1287.8,194.9,104,0,4517.1,3743,3743,0,0,2019,Weber River,30609.46392,26123126.31
380,Kaysville City Water System,C,266,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1205,Utah,Davis,Weber River,2/1/2009,East Shore,256,63,50,11,2,0,193,8918,2200.7,1751.5,379.6,67.1,2.4,6717.4,0,0,0,0,2019,Weber River,41380.37824,27001582.85
381,West Point City Water System,C,279,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1163,Utah,Davis,Weber River,2/1/2009,East Shore,223,49,44,3,2,0,173,2271.5,503.9,447.4,35.2,16.1,5.1,1767.6,1501.9,1501.9,0,0,2019,Weber River,17496.10195,9459478.876
382,"Hooper WID (West Point, Davis Co.)",C,2416,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1067,Utah,Davis,Weber River,2/1/2009,East Shore,1962,347,336,3,7,0,1615,7977.5,1409.6,1367.8,11.6,30.2,0,6567.9,413.4,413.4,0,0,2019,Weber River,25489.25151,14000421.38
383,Ogden City Water System,C,1646,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1018,Utah,Weber,Weber River,2/1/2009,East Shore,186,135,69,22,16,29,51,19075,13862.6,7025.5,2295.7,1609.7,2931.7,5212.4,16714,9157.9,0,7556.2,2019,Weber River,57244.43932,68283032.6
384,Pole Patch Water System,C,1723,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11315,Utah,Weber,Weber River,2/1/2009,East Shore,328,328,328,0,0,0,0,30.2,30.2,30.2,0,0,0,0,0,0,0,0,2019,Weber River,4318.315834,801038.4897
385,Big Plains - Cedar Point,C,1593,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11299,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,143,143,141,1,0,0,0,37.1,37.1,36.7,0.4,0,0,0,75.9,75.9,0,0,2019,Lower Colorado River South,3054.813539,521860.4709
386,Paunsaugunt Cliffs SSD,C,2409,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11064,Utah,Garfield,Sevier River,5/6/2002,Panguitch,156,156,155,0,0,2,0,8.8,8.8,8.7,0,0,0.1,0,48.8,48.8,0,0,2019,Lower Colorado River North,6490.229102,2115359.779
387,Lizard Bench Water Assoc.,C,2422,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11124,Utah,Sevier,Sevier River,5/4/2002,Richfield,207,207,207,0,0,0,0,10.4,10.4,10.4,0,0,0,0,15.8,15.8,0,0,2019,Sevier River,3965.821896,528092.16
388,Kane County WCD - Duck Creek Village,C,2446,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11401,Utah,Kane,Sevier River,5/6/2001,Navajo Lake,230,230,208,22,0,0,0,87.6,87.6,79.3,8.3,0,0,0,877.6,877.6,0,0,2019,Lower Colorado River South,41545.00365,15483223.32
389,Deep Springs Water Co.,C,1153,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11337,Utah,Summit,Weber River,2/1/2002,Kamas Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,14.6,0,0,2019,Weber River,2605.179278,169851.2309
390,Pine Meadow Mutual Water,C,1135,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11181,Utah,Summit,Weber River,2/1/2002,Kamas Valley,93,93,93,0,0,0,0,19.4,19.4,19.3,0,0,0,0,59.7,59.7,0,0,2019,Weber River,18813.60991,5554663.291
391,BRWCD - Tremonton (Bothwell Well),C,2226,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11306,Utah,Box Elder,Bear River,1/1/2006,Tremonton,638,329,322,1,0,6,309,92.9,47.8,46.8,0.1,0,0.9,45,367.2,367.2,0,0,2019,Bear River,21308.34847,16017347.44
392,Draper City Water System (Utah County),C,2382,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1223,Utah,Utah,Jordan River,3/1/2001,Salt Lake Valley,1246,1246,685,467,94,0,0,3760.2,3760.2,2067.2,1408.7,284.3,0,0,0,0,0,0,2019,Provo River,32984.4272,20811728.69
393,Draper City Water System,C,884,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1223,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,212,212,116,79,16,0,0,3760.2,3760.2,2067.2,1408.7,284.3,0,0,0,0,0,0,2019,Salt Lake,47250.30902,25375874.94
394,Skyline Mountain SSD,C,2470,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=10891,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,274,261,130,131,0,0,13,59.9,57,28.4,28.6,0,0,2.9,205.1,175.1,30,0,2019,Sevier River,36951.12888,6146509.254
395,Whispering Pines Water Co.,C,2419,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11072,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,93,93,93,0,0,0,0,7.8,7.8,7.8,0,0,0,0,70.8,70.8,0,0,2019,Sevier River,9452.116063,5018873.978
396,Grand Water and Sewer Agency (Grand),C,490,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1046,Utah,Grand,Southeast Colorado River,9/1/2004,Moab,597,217,165,25,2,24,381,2863.3,1038.6,792.6,119.9,10.2,116,1824.6,1671.9,1671.9,0,0,2019,Upper Colorado River,36537.64809,34645576.02
397,Wanship Cottage Sites,C,1088,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1174,Utah,Summit,Weber River,2/1/2002,Kamas Valley,134,134,134,0,0,0,0,9.8,9.8,9.8,0,0,0,0,10,10,0,0,2019,Weber River,2061.325992,63736.12582
398,Ruby's Inn,C,398,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1910,Utah,Garfield,Sevier River,5/5/2001,East Fork Sevier,821,821,0,821,0,0,0,220.7,220.7,0,220.7,0,0,0,403.5,403.5,0,0,2019,Lower Colorado River North,19154.05402,8670864.663
399,Twin Oaks Local District,C,2418,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11157,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,159,158,113,29,15,0,1,24.1,23.9,17.2,4.4,2.3,0,0.2,62.1,62.1,0,0,2019,Sevier River,10290.51121,3339957.646
400,South Rim Water System,C,2492,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11290,Utah,Tooele,West Desert,00-05-01,Rush Valley,153,153,149,0,4,0,0,169.4,169.4,165.2,0,4.2,0,0,471,471,0,0,2019,Salt Lake,23777.40125,20223003.25
401,Green Hills Country Estates,C,1683,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1449,Utah,Weber,Weber River,2/1/2008,Ogden Valley,131,131,131,0,0,0,0,30,30,30,0,0,0,0,110,110,0,0,2019,Weber River,17210.49293,9802870.5
402,Washington County WCD - Cottam (Casa De Oro),C,1588,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11302,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,146,146,146,0,0,0,0,11.5,11.5,11.5,0,0,0,0,875,875,0,0,2019,Lower Colorado River South,1561.811248,132341.6268
403,Central Iron County WCD,C,579,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11047,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,98,96,84,2,9,1,2,504.7,492.5,431.8,8.8,47.5,4.4,12.2,1412.2,1412.2,0,0,2019,Lower Colorado River North,109803.5039,109005688.7
404,Central Iron County WCD (Chekshani Cliffs HOA),C,2493,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11403,Utah,Iron,Kanab Creek/Virgin River,10/1/2003,Laverkin,327,327,260,0,2,65,0,25.6,25.6,20.4,0,0.2,5.1,0,67,67,0,0,2019,Lower Colorado River North,3594.99616,639430.43
405,Sunset View Estates Water Co.,C,2414,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11293,Utah,Millard,Sevier River,5/2/2004,Delta,317,317,317,0,0,0,0,18.1,18.1,18.1,0,0,0,0,322.8,322.8,0,0,2019,Sevier River,3164.572304,97651.20655
406,Palisades Water Co.,C,998,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1438,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,382,382,319,0,63,0,0,21.4,21.4,17.9,0,3.5,0,0,23.4,0,23.4,0,2019,Sevier River,3090.698506,230984.3833
407,Washington County WCD - Sand Hollow (Hurricane Valley Retail),C,2218,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1435,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,193,193,138,2,41,12,0,85.5,85.5,61.2,0.9,18.1,5.3,0,0,0,0,0,2019,Lower Colorado River South,22759.20591,8512509.429
408,Hidden Hollow Water Co.,C,2506,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11342,Utah,Morgan,Weber River,2/1/2007,Morgan,382,39,39,0,0,0,343,29.9,3.1,3.1,0,0,0,26.9,13,13,0,0,2019,Weber River,3383.322552,469139.3585
409,Oquirrh Mountain Water Co.,C,1247,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=10904,Utah,Tooele,West Desert,00-05-02,Tooele Valley,186,186,130,45,0,11,0,247.5,247.5,173.2,59.1,0.2,15,0,1443.8,1443.8,0,0,2019,Salt Lake,14873.18164,6499996.058
410,North Valley Ranches Subdivision,C,2505,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11142,Utah,Washington,Kanab Creek/Virgin River,10/1/2003,Laverkin,99,99,99,0,0,0,0,5.6,5.6,5.6,0,0,0,0,16.1,16.1,0,0,2019,Lower Colorado River South,11080.62697,3000624.369
411,Johnson Water District - Independence,C,2522,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11346,Utah,Uintah,Uintah,7/3/2013,Roosevelt Duchesne,120,84,84,0,0,0,35,21.4,15.1,15.1,0.1,0,0,6.3,0,0,0,0,2019,Green River,34733.01744,38449818.96
412,Wolf Creek Ranch,C,2523,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10890,Utah,Wasatch,Utah Lake,4/1/2006,Woodland,767,767,767,0,0,0,0,68.7,68.7,68.7,0,0,0,0,161.4,161.4,0,0,2019,Provo River,48377.68399,52725055.73
413,New Paria Subdivision,C,2524,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11316,Utah,Kane,Southeast Colorado River,9/5/2000,Paria River,312,312,259,53,0,0,0,10.5,10.5,8.7,1.8,0,0,0,51.8,51.8,0,0,2019,Lower Colorado River South,5968.646151,1799924.658
414,Best Friends Animal Society,C,642,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11300,Utah,Kane,Kanab Creek/Virgin River,10/2/2002,Kanab Creek,1858,1858,89,0,1768,0,0,41.6,41.6,2,0,39.6,0,0,28.6,28.6,0,0,2019,Lower Colorado River South,19597.55485,4877284.061
415,Bryce Canyon National Park,C,426,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1258,Utah,Garfield,Sevier River,5/5/2001,East Fork Sevier,372,372,85,181,107,0,0,35.4,35.4,8.1,17.2,10.2,0,0,161.4,161.4,0,0,2019,Lower Colorado River North,17995.18051,8189928.939
416,Turn About Ranch,C,2454,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11460,Utah,Garfield,West Colorado River,8/4/2002,Escalante River,51,49,49,0,0,0,2,2,1.9,1.9,0,0,0,0.1,28,28,0,0,2019,Lower Colorado River North,1267.704822,51833.3473
417,Deseret Feedlot,C,1333,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11338,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,193,193,155,38,0,0,0,9.7,9.7,7.8,1.9,0,0,0,0,0,0,0,2019,Provo River,7805.828977,306630.3337
418,Deseret Land and Livestock,C,2529,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11281,Utah,Rich,Bear River,1/3/2002,Randolph,22,22,20,0,2,0,0,0.5,0.5,0.5,0,0,0,0,39.7,39.7,0,0,2019,Bear River,3287.464042,514650.112
419,Pack Creek Water Co.,C,958,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11310,Utah,San Juan,Southeast Colorado River,9/1/2004,Moab,148,103,103,0,0,0,45,12.4,8.7,8.7,0,0,0,3.8,22.2,22.2,0,0,2019,Upper Colorado River,5231.034526,1226363.702
420,Sorrel River Ranch Water,C,498,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11694,Utah,Grand,Southeast Colorado River,9/1/2003,Colorado River/Castle Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,Upper Colorado River,3339.729551,672796.5134
421,Lake Rockport Estates,NC,1156,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11055,Utah,Summit,Weber River,2/1/2002,Kamas Valley,80,80,80,0,0,0,0,14.6,14.6,14.6,0,0,0,0,48.4,48.4,0,0,2019,Weber River,10439.38424,3114175.527
422,Weber Basin Job Corps,C,268,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1291,Utah,Davis,Weber River,2/1/2009,East Shore,405,405,37,0,368,0,0,81.7,81.7,7.5,0,74.2,0,0,0,0,0,0,2019,Weber River,6168.851371,1630304.059
423,North Village S.S.D.,C,2511,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11078,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,84,80,38,42,0,0,5,117.5,111,52.4,58.2,0.3,0,6.5,0,0,0,0,2019,Provo River,20444.24622,15342235.02
424,Hideout Town Water System,C,2520,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11284,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,218,218,134,0,83,0,0,102.4,102.4,63.1,0,39.3,0,0,0,0,0,0,2019,Provo River,18414.9955,10177519.92
425,Billy Bethers Water Supply,C,2512,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11273,Utah,Wasatch,Utah Lake,4/1/2007,Provo River Reservoirs,664,158,154,3,0,0,506,29.7,7.1,6.9,0.2,0,0,22.7,38.4,0,38.4,0,2019,Provo River,6976.598559,987234.7661
426,Vivian Park Homeowners,C,1379,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1375,Utah,Utah,Utah Lake,4/1/2009,Vivian Park,163,163,163,0,0,0,0,31.9,31.9,31.9,0,0,0,0,34.6,0,34.6,0,2019,Provo River,1787.937874,110157.7001
427,Maple Lake Academy,C,2527,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11348,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,2,2,2,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0.8,0.8,0,0,2019,Provo River,170.8336254,1819.51345
428,Eagle`s Landing,C,2526,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11339,Utah,Utah,Utah Lake,4/1/2003,Soldier Summit,160,160,160,0,0,0,0,11.3,11.3,11.3,0,0,0,0,14,14,0,0,2019,Provo River,5543.163959,1250310.814
429,Rockland Ranch,C,2513,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11286,Utah,San Juan,Southeast Colorado River,9/1/2005,Cane Spring,103,103,103,0,0,0,0,15,15,15,0,0,0,0,25.9,25.9,0,0,2019,Upper Colorado River,2390.252459,163440.3359
430,VA Medical Center SLC,C,2515,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11351,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,802,802,0,13,789,0,0,265.2,265.2,0,4.4,260.8,0,0,0,0,0,0,2019,Salt Lake,2650.23869,418626.2087
431,Mountain Valley Water Co.,C,2516,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10017,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,226,226,73,0,153,0,0,11.4,11.4,3.7,0,7.7,0,0,14,14,0,0,2019,Salt Lake,1399.880086,108849.9576
432,"Cottonwood Coves, Inc.",C,2514,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11336,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,79,79,74,0,4,0,0,32.3,32.3,30.4,0,1.8,0,0,0,0,0,0,2019,Salt Lake,1426.542476,107161.2998
433,Bumblebee Water System,C,2508,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11383,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,209,209,95,0,114,0,0,26.9,26.9,12.2,0,14.7,0,0,73,73,0,0,2019,Lower Colorado River North,7194.541385,2298129.607
434,BRWCD - Collinston Water System,C,2518,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11308,Utah,Box Elder,Bear River,1/1/2006,Tremonton,281,136,91,14,0,31,145,28.4,13.7,9.2,1.4,0,3.2,14.6,0,0,0,0,2019,Bear River,10391.32182,4092458.666
435,Vineyard City,C,2528,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11295,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,124,117,80,7,30,1,7,1649,1560.6,1057.6,91.9,398,13.2,88.4,0,0,0,0,2019,Provo River,23133.02328,12696505.48
436,South Willard Water Co.,C,54,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1238,Utah,Box Elder,Weber River,2/1/2009,East Shore,57,57,57,0,0,0,0,118.6,118.6,117.8,0.4,0.4,0,0,638.5,490.7,147.8,0,2019,Bear River,17648.75688,6910777.027
437,Granger-Hunter Improvement District,C,789,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1114,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,140,138,105,20,13,0,1,20349.9,20134.2,15264.4,2982.1,1884.4,3.3,215.7,9393,9393,0,0,2019,Salt Lake,40385.82732,64073801.81
438,Summit Water Distribution Co.,C,1117,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1288,Utah,Summit,Weber River,2/1/2006,East Canyon,281,281,139,73,18,51,0,2141.2,2141.2,1060.8,558.5,134.2,387.8,0,4015,1696.5,807.1,1511.4,2019,Weber River,71333.62,44982446.14
439,Gorgoza Mutual Water Co.,C,1098,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1368,Utah,Summit,Weber River,2/1/2006,East Canyon,119,119,92,18,9,0,0,570.8,570.8,440.5,87.6,42.8,0,0,2405,2243.6,161.4,0,2019,Weber River,13060.69178,6751714.83
440,Community Water Co.,C,1081,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1392,Utah,Summit,Weber River,2/1/2006,East Canyon,36,36,30,6,0,0,0,22.2,22.2,18.4,3.6,0.3,0,0,556,265.5,0,290.5,2019,Weber River,4864.767905,559839.974
441,Cedarview Montwell SSD,C,2504,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11313,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,268,78,38,6,7,27,190,73.6,21.5,10.5,1.7,2,7.3,52,0,0,0,0,2019,Green River,58287.74423,100416133.2
442,Taylor - West Weber WID,C,1653,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1286,Utah,Weber,Weber River,2/1/2009,East Shore,444,106,96,1,2,7,338,4095.8,979,887.4,5.1,22.5,64,3116.8,2313,2313,0,0,2019,Weber River,58332.92332,40439038.2
443,West Haven SSD,C,2544,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11296,Utah,Weber,Weber River,2/1/2009,East Shore,165,119,119,0,0,0,46,208.3,150.5,150.3,0.2,0,0,57.7,0,0,0,0,2019,Weber River,4213.74519,591921.59
444,Swan Creek Village,C,777,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11118,Utah,Rich,Bear River,1/1/2001,Bear Lake,1116,1116,1116,0,0,0,0,47.5,47.5,47.5,0,0,0,0,37.5,37.5,0,0,2019,Bear River,7121.542654,1298368.991
445,Pine Meadows PUD,C,2620,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11476,Utah,Uintah,Uintah,7/2/2003,Vernal,148,148,148,0,0,0,0,24.8,24.8,24.8,0,0,0,0,25.8,0,0,25.8,2019,Green River,1320.818949,45827.3814
446,Waypoint Academy,C,2622,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Mgtview&SYSTEM_ID=11475,Utah,Weber,Weber River,2/1/2008,Ogden Valley,170,65,12,18,35,0,105,8.6,3.3,0.6,0.9,1.7,0,5.3,16,16,0,0,2019,Weber River,941.3346261,30409.35125
447,Pine View Homeowners Association,C,1702,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11553,Utah,Weber,Weber River,2/1/2008,Ogden Valley,213,213,213,0,0,0,0,2.4,2.4,2.4,0,0,0,0,4.8,4.8,0,0,2019,Weber River,1633.882802,173518.1232
448,Woodland Hills Subdivision,C,2621,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Mgtview&SYSTEM_ID=11471,Utah,Summit,Utah Lake,4/1/2006,Woodland,372,372,372,0,0,0,0,39.6,39.6,39.6,0,0,0,0,241,241,0,0,2019,Weber River,3634.147892,459618.4775
449,Pinion Forest SSD,C,2623,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11324,Utah,Duchesne,Uintah,7/3/2004,Starvation Reservoir,16,16,16,0,0,0,0,2.5,2.5,2.5,0,0,0,0,64.5,64.5,0,0,2019,Green River,105860.4291,419893948.8
450,Bona Vista Water District,C,1639,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1103,Utah,Weber,Weber River,2/1/2009,East Shore,382,125,53,48,4,20,257,12377.9,4045.6,1706.8,1568.3,128,642.4,8332.3,1529,558.9,970.1,0,2019,Weber River,78493.79594,85541388.44
451,Wilson Arch Resort Comm,C,2625,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10908,Utah,San Juan,Southeast Colorado River,9/1/2005,Cane Spring,240,240,240,0,0,0,0,3.2,3.2,3.2,0,0,0,0,55,55,0,0,2019,Upper Colorado River,3843.279175,697875.005
452,Boyer Hill Military Housing,C,2624,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11546,Utah,Davis,Weber River,2/1/2009,East Shore,218,218,218,0,0,0,0,760.7,760.7,760.6,0,0.1,0,0,1092.5,0,0,1092.5,2019,Weber River,5917.267408,1470877.446
453,M & J Trailer Home Community,C,2627,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11548,Utah,Box Elder,Bear River,1/1/2006,Tremonton,62,62,62,0,0,0,0,2.4,2.4,2.4,0,0,0,0,0,0,0,0,2019,Bear River,526.536941,14292.5764
454,Santaquin City,C,1293,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1268,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,163,52,41,4,2,5,112,2801.3,886.5,707.4,60.1,26.8,92.2,1914.8,3900,2452,1448,0,2019,Provo River,57026.13156,9081676.617
455,Nibley City Water,C,97,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1023,Utah,Cache,Bear River,1/1/2004,Cache Valley,225,168,151,3,12,3,57,1876.3,1403.6,1259.5,21.3,97,25.9,472.7,3610.2,3066.8,543.4,0,2019,Bear River,31274.21205,10848076.43
456,Cottonwood Mutual,C,721,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1088,Utah,Morgan,Weber River,2/1/2007,Morgan,208,96,90,2,4,0,112,593.7,273.7,257.3,6.3,10.1,0.1,320.1,569,569,0,0,2019,Weber River,23102.70594,10083235.11
457,Mountain Springs Water Co.,C,1582,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11153,Utah,Washington,Kanab Creek/Virgin River,10/1/2003,Laverkin,226,226,225,0,1,0,0,158.9,158.9,157.9,0,1,0,0,390,390,0,0,2019,Lower Colorado River South,17627.72969,12338847.02
